,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C205,25.0,700.0,depart,40.0,50.0,0.0,0.0,3390.0,0.0,7335.0
1,,,,C_1,52.0,75.0,10.0,231.0,551.0,90.0,2101.0
2,,,,C_2,45.0,70.0,30.0,133.0,453.0,90.0,1607.0
3,,,,C_3,62.0,69.0,10.0,1087.0,1407.0,90.0,5330.0
4,,,,C_4,60.0,66.0,10.0,1181.0,1501.0,90.0,3345.0
5,,,,C_5,42.0,65.0,10.0,15.0,335.0,90.0,5250.0
6,,,,C_6,16.0,42.0,20.0,417.0,737.0,90.0,2172.0
7,,,,C_7,58.0,70.0,20.0,993.0,1313.0,90.0,4520.0
8,,,,C_8,34.0,60.0,20.0,2807.0,3127.0,90.0,7484.0
9,,,,C_9,28.0,70.0,10.0,2521.0,2841.0,90.0,4873.0
10,,,,C_10,35.0,66.0,10.0,2711.0,3031.0,90.0,7835.0
11,,,,C_11,35.0,69.0,10.0,2618.0,2938.0,90.0,4740.0
12,,,,C_12,25.0,85.0,20.0,2039.0,2359.0,90.0,2569.0
13,,,,C_13,22.0,75.0,30.0,2325.0,2645.0,90.0,3737.0
14,,,,C_14,22.0,85.0,10.0,1946.0,2266.0,90.0,4589.0
15,,,,C_15,20.0,80.0,40.0,2136.0,2456.0,90.0,5457.0
16,,,,C_16,20.0,85.0,40.0,1854.0,2174.0,90.0,6527.0
17,,,,C_17,18.0,75.0,20.0,2231.0,2551.0,90.0,6725.0
18,,,,C_18,15.0,75.0,20.0,1662.0,1982.0,90.0,5184.0
19,,,,C_19,15.0,80.0,10.0,1757.0,2077.0,90.0,3974.0
20,,,,C_20,30.0,50.0,10.0,10.0,330.0,90.0,4688.0
21,,,,C_21,30.0,56.0,20.0,2903.0,3223.0,90.0,3946.0
22,,,,C_22,28.0,52.0,20.0,12.0,332.0,90.0,3333.0
23,,,,C_23,14.0,66.0,10.0,1563.0,1883.0,90.0,2569.0
24,,,,C_24,25.0,50.0,10.0,36.0,356.0,90.0,2140.0
25,,,,C_25,22.0,66.0,40.0,2424.0,2744.0,90.0,6279.0
26,,,,C_26,8.0,62.0,10.0,1465.0,1785.0,90.0,5269.0
27,,,,C_27,23.0,52.0,10.0,129.0,449.0,90.0,938.0
28,,,,C_28,4.0,55.0,20.0,1367.0,1687.0,90.0,6321.0
29,,,,C_29,20.0,50.0,10.0,318.0,638.0,90.0,5634.0
30,,,,C_30,20.0,55.0,10.0,223.0,543.0,90.0,4335.0
31,,,,C_31,10.0,35.0,20.0,701.0,1021.0,90.0,2551.0
32,,,,C_32,10.0,40.0,30.0,513.0,833.0,90.0,845.0
33,,,,C_33,8.0,40.0,40.0,605.0,925.0,90.0,1558.0
34,,,,C_34,8.0,45.0,20.0,1266.0,1586.0,90.0,6386.0
35,,,,C_35,5.0,35.0,10.0,796.0,1116.0,90.0,5245.0
36,,,,C_36,5.0,45.0,10.0,1173.0,1493.0,90.0,6511.0
37,,,,C_37,2.0,40.0,20.0,891.0,1211.0,90.0,2570.0
38,,,,C_38,0.0,40.0,30.0,983.0,1303.0,90.0,3706.0
39,,,,C_39,0.0,45.0,20.0,1078.0,1398.0,90.0,3182.0
40,,,,C_40,36.0,18.0,10.0,1739.0,2059.0,90.0,6280.0
41,,,,C_41,35.0,32.0,10.0,2678.0,2998.0,90.0,3097.0
42,,,,C_42,33.0,32.0,20.0,2586.0,2906.0,90.0,3749.0
43,,,,C_43,33.0,35.0,10.0,2493.0,2813.0,90.0,5875.0
44,,,,C_44,32.0,20.0,10.0,1833.0,2153.0,90.0,4334.0
45,,,,C_45,30.0,30.0,10.0,2025.0,2345.0,90.0,7320.0
46,,,,C_46,34.0,25.0,30.0,1929.0,2249.0,90.0,6266.0
47,,,,C_47,30.0,35.0,10.0,2400.0,2720.0,90.0,2849.0
48,,,,C_48,36.0,40.0,10.0,2776.0,3096.0,90.0,5671.0
49,,,,C_49,48.0,20.0,10.0,887.0,1207.0,90.0,1929.0
50,,,,C_50,26.0,32.0,10.0,2212.0,2532.0,90.0,6088.0
51,,,,C_51,25.0,30.0,10.0,2120.0,2440.0,90.0,3850.0
52,,,,C_52,25.0,35.0,10.0,2305.0,2625.0,90.0,2671.0
53,,,,C_53,44.0,5.0,20.0,1176.0,1496.0,90.0,2792.0
54,,,,C_54,42.0,10.0,40.0,1080.0,1400.0,90.0,3985.0
55,,,,C_55,42.0,15.0,10.0,985.0,1305.0,90.0,2863.0
56,,,,C_56,40.0,5.0,30.0,1270.0,1590.0,90.0,5136.0
57,,,,C_57,38.0,15.0,40.0,1645.0,1965.0,90.0,3194.0
58,,,,C_58,38.0,5.0,30.0,1362.0,1682.0,90.0,2391.0
59,,,,C_59,38.0,10.0,10.0,1550.0,1870.0,90.0,4298.0
60,,,,C_60,35.0,5.0,20.0,1455.0,1775.0,90.0,4607.0
61,,,,C_61,50.0,30.0,10.0,321.0,641.0,90.0,3670.0
62,,,,C_62,50.0,35.0,20.0,40.0,360.0,90.0,4909.0
63,,,,C_63,50.0,40.0,50.0,14.0,334.0,90.0,3453.0
64,,,,C_64,48.0,30.0,10.0,413.0,733.0,90.0,4735.0
65,,,,C_65,44.0,25.0,10.0,791.0,1111.0,90.0,6034.0
66,,,,C_66,47.0,35.0,10.0,508.0,828.0,90.0,5555.0
67,,,,C_67,47.0,40.0,10.0,12.0,332.0,90.0,5475.0
68,,,,C_68,42.0,30.0,10.0,696.0,1016.0,90.0,1856.0
69,,,,C_69,45.0,35.0,10.0,600.0,920.0,90.0,4089.0
70,,,,C_70,95.0,30.0,30.0,2241.0,2561.0,90.0,3080.0
71,,,,C_71,95.0,35.0,20.0,2146.0,2466.0,90.0,7053.0
72,,,,C_72,53.0,30.0,10.0,228.0,548.0,90.0,3355.0
73,,,,C_73,92.0,30.0,10.0,2334.0,2654.0,90.0,6982.0
74,,,,C_74,53.0,35.0,50.0,133.0,453.0,90.0,3335.0
75,,,,C_75,45.0,65.0,20.0,38.0,358.0,90.0,3757.0
76,,,,C_76,90.0,35.0,10.0,2051.0,2371.0,90.0,2534.0
77,,,,C_77,72.0,45.0,10.0,2820.0,3140.0,90.0,5986.0
78,,,,C_78,78.0,40.0,20.0,2722.0,3042.0,90.0,5990.0
79,,,,C_79,87.0,30.0,10.0,2528.0,2848.0,90.0,3895.0
80,,,,C_80,85.0,25.0,10.0,2433.0,2753.0,90.0,5760.0
81,,,,C_81,85.0,35.0,30.0,2623.0,2943.0,90.0,5127.0
82,,,,C_82,75.0,55.0,20.0,1845.0,2165.0,90.0,4939.0
83,,,,C_83,72.0,55.0,10.0,1752.0,2072.0,90.0,6984.0
84,,,,C_84,70.0,58.0,20.0,1561.0,1881.0,90.0,3470.0
85,,,,C_85,86.0,46.0,30.0,1949.0,2269.0,90.0,3041.0
86,,,,C_86,66.0,55.0,10.0,1656.0,1976.0,90.0,4242.0
87,,,,C_87,64.0,46.0,20.0,2955.0,3275.0,90.0,5883.0
88,,,,C_88,65.0,60.0,30.0,1466.0,1786.0,90.0,5275.0
89,,,,C_89,56.0,64.0,10.0,1275.0,1595.0,90.0,4170.0
90,,,,C_90,60.0,55.0,10.0,2959.0,3279.0,90.0,6846.0
91,,,,C_91,60.0,60.0,10.0,1371.0,1691.0,90.0,5546.0
92,,,,C_92,67.0,85.0,20.0,614.0,934.0,90.0,2745.0
93,,,,C_93,42.0,58.0,40.0,8.0,328.0,90.0,3360.0
94,,,,C_94,65.0,82.0,10.0,708.0,1028.0,90.0,1048.0
95,,,,C_95,62.0,80.0,30.0,801.0,1121.0,90.0,1853.0
96,,,,C_96,62.0,40.0,10.0,2921.0,3241.0,90.0,6941.0
97,,,,C_97,60.0,85.0,30.0,517.0,837.0,90.0,5347.0
98,,,,C_98,58.0,75.0,20.0,898.0,1218.0,90.0,3121.0
99,,,,C_99,55.0,80.0,10.0,327.0,647.0,90.0,4880.0
100,,,,C_100,55.0,85.0,20.0,422.0,742.0,90.0,949.0
