,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R204,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,3583.0
1,,,,C_1,41.0,49.0,10.0,0.0,974.0,10.0,3202.0
2,,,,C_2,35.0,17.0,7.0,0.0,972.0,10.0,3040.0
3,,,,C_3,55.0,45.0,13.0,0.0,967.0,10.0,3254.0
4,,,,C_4,55.0,20.0,19.0,678.0,801.0,10.0,3636.0
5,,,,C_5,15.0,30.0,26.0,0.0,969.0,10.0,1314.0
6,,,,C_6,25.0,30.0,3.0,0.0,978.0,10.0,3821.0
7,,,,C_7,20.0,50.0,5.0,0.0,968.0,10.0,3337.0
8,,,,C_8,10.0,43.0,9.0,404.0,481.0,10.0,1637.0
9,,,,C_9,55.0,60.0,16.0,400.0,497.0,10.0,604.0
10,,,,C_10,30.0,60.0,16.0,0.0,964.0,10.0,3485.0
11,,,,C_11,20.0,65.0,12.0,206.0,325.0,10.0,998.0
12,,,,C_12,50.0,35.0,19.0,0.0,975.0,10.0,2659.0
13,,,,C_13,30.0,25.0,23.0,690.0,827.0,10.0,898.0
14,,,,C_14,15.0,10.0,20.0,0.0,957.0,10.0,2004.0
15,,,,C_15,30.0,5.0,8.0,175.0,300.0,10.0,425.0
16,,,,C_16,10.0,20.0,19.0,0.0,960.0,10.0,3429.0
17,,,,C_17,5.0,30.0,2.0,0.0,959.0,10.0,2551.0
18,,,,C_18,20.0,40.0,12.0,0.0,974.0,10.0,1409.0
19,,,,C_19,15.0,60.0,17.0,0.0,957.0,10.0,1851.0
20,,,,C_20,45.0,65.0,9.0,0.0,958.0,10.0,1052.0
21,,,,C_21,45.0,20.0,11.0,0.0,971.0,10.0,2384.0
22,,,,C_22,45.0,10.0,18.0,0.0,963.0,10.0,3511.0
23,,,,C_23,55.0,5.0,29.0,206.0,325.0,10.0,1811.0
24,,,,C_24,65.0,35.0,3.0,0.0,960.0,10.0,2730.0
25,,,,C_25,65.0,20.0,6.0,817.0,956.0,10.0,2084.0
26,,,,C_26,45.0,30.0,17.0,0.0,978.0,10.0,2497.0
27,,,,C_27,35.0,40.0,16.0,0.0,985.0,10.0,1841.0
28,,,,C_28,41.0,37.0,16.0,0.0,983.0,10.0,1576.0
29,,,,C_29,64.0,42.0,9.0,0.0,960.0,10.0,2170.0
30,,,,C_30,40.0,60.0,21.0,0.0,964.0,10.0,2033.0
31,,,,C_31,31.0,52.0,27.0,0.0,972.0,10.0,2591.0
32,,,,C_32,35.0,69.0,23.0,0.0,956.0,10.0,1625.0
33,,,,C_33,53.0,52.0,11.0,0.0,965.0,10.0,2195.0
34,,,,C_34,65.0,55.0,14.0,0.0,953.0,10.0,3035.0
35,,,,C_35,63.0,65.0,8.0,0.0,948.0,10.0,1594.0
36,,,,C_36,2.0,60.0,5.0,0.0,948.0,10.0,3447.0
37,,,,C_37,20.0,20.0,8.0,0.0,968.0,10.0,1996.0
38,,,,C_38,5.0,5.0,16.0,302.0,405.0,10.0,418.0
39,,,,C_39,60.0,12.0,31.0,0.0,956.0,10.0,3953.0
40,,,,C_40,40.0,25.0,9.0,0.0,978.0,10.0,2962.0
41,,,,C_41,42.0,7.0,5.0,0.0,961.0,10.0,2676.0
42,,,,C_42,24.0,12.0,5.0,0.0,964.0,10.0,3885.0
43,,,,C_43,23.0,3.0,7.0,0.0,955.0,10.0,3928.0
44,,,,C_44,11.0,14.0,18.0,233.0,340.0,10.0,524.0
45,,,,C_45,6.0,38.0,16.0,0.0,960.0,10.0,2247.0
46,,,,C_46,2.0,48.0,1.0,0.0,954.0,10.0,3705.0
47,,,,C_47,8.0,56.0,27.0,0.0,955.0,10.0,3851.0
48,,,,C_48,13.0,52.0,36.0,0.0,962.0,10.0,2453.0
49,,,,C_49,6.0,68.0,30.0,0.0,946.0,10.0,3444.0
50,,,,C_50,47.0,47.0,13.0,0.0,973.0,10.0,1603.0
51,,,,C_51,49.0,58.0,10.0,0.0,963.0,10.0,3828.0
52,,,,C_52,27.0,43.0,9.0,0.0,978.0,10.0,1805.0
53,,,,C_53,37.0,31.0,14.0,414.0,489.0,10.0,643.0
54,,,,C_54,57.0,29.0,18.0,0.0,967.0,10.0,2500.0
55,,,,C_55,63.0,23.0,2.0,620.0,739.0,10.0,3751.0
56,,,,C_56,53.0,12.0,6.0,0.0,960.0,10.0,3348.0
57,,,,C_57,32.0,12.0,7.0,0.0,966.0,10.0,3516.0
58,,,,C_58,36.0,26.0,18.0,849.0,980.0,10.0,1908.0
59,,,,C_59,21.0,24.0,28.0,0.0,972.0,10.0,2695.0
60,,,,C_60,17.0,34.0,3.0,0.0,971.0,10.0,2116.0
61,,,,C_61,12.0,24.0,13.0,0.0,964.0,10.0,2299.0
62,,,,C_62,24.0,58.0,19.0,163.0,302.0,10.0,359.0
63,,,,C_63,27.0,69.0,10.0,0.0,955.0,10.0,3369.0
64,,,,C_64,15.0,77.0,9.0,0.0,943.0,10.0,3100.0
65,,,,C_65,62.0,77.0,20.0,0.0,940.0,10.0,3483.0
66,,,,C_66,49.0,73.0,25.0,0.0,949.0,10.0,3812.0
67,,,,C_67,67.0,5.0,25.0,294.0,401.0,10.0,2318.0
68,,,,C_68,56.0,39.0,36.0,0.0,968.0,10.0,1882.0
69,,,,C_69,37.0,47.0,6.0,162.0,293.0,10.0,2809.0
70,,,,C_70,37.0,56.0,5.0,0.0,968.0,10.0,2149.0
71,,,,C_71,57.0,68.0,15.0,0.0,950.0,10.0,2971.0
72,,,,C_72,47.0,16.0,25.0,0.0,967.0,10.0,1087.0
