,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC207,25.0,1000.0,depart,40.0,50.0,0.0,0.0,960.0,0.0,3258.0
1,,,,C_1,25.0,85.0,20.0,591.0,874.0,10.0,3746.0
2,,,,C_2,22.0,75.0,30.0,73.0,350.0,10.0,1511.0
3,,,,C_3,22.0,85.0,10.0,473.0,588.0,10.0,2235.0
4,,,,C_4,20.0,80.0,40.0,418.0,913.0,10.0,3338.0
5,,,,C_5,20.0,85.0,20.0,40.0,390.0,10.0,1425.0
6,,,,C_6,18.0,75.0,20.0,249.0,646.0,10.0,2408.0
7,,,,C_7,15.0,75.0,20.0,281.0,438.0,10.0,2457.0
8,,,,C_8,15.0,80.0,10.0,272.0,581.0,10.0,592.0
9,,,,C_9,10.0,35.0,20.0,236.0,625.0,10.0,3444.0
10,,,,C_10,10.0,40.0,30.0,470.0,687.0,10.0,2094.0
11,,,,C_11,8.0,40.0,40.0,33.0,510.0,10.0,1466.0
12,,,,C_12,8.0,45.0,20.0,166.0,399.0,10.0,600.0
13,,,,C_13,5.0,35.0,10.0,359.0,911.0,10.0,2882.0
14,,,,C_14,5.0,45.0,10.0,35.0,457.0,10.0,2809.0
15,,,,C_15,2.0,40.0,20.0,39.0,538.0,10.0,645.0
16,,,,C_16,0.0,40.0,20.0,214.0,415.0,10.0,2414.0
17,,,,C_17,0.0,45.0,20.0,359.0,909.0,10.0,2457.0
18,,,,C_18,44.0,5.0,20.0,338.0,451.0,10.0,1870.0
19,,,,C_19,42.0,10.0,40.0,205.0,422.0,10.0,1449.0
20,,,,C_20,42.0,15.0,10.0,511.0,682.0,10.0,2489.0
21,,,,C_21,40.0,5.0,10.0,158.0,391.0,10.0,761.0
22,,,,C_22,40.0,15.0,40.0,263.0,606.0,10.0,2836.0
23,,,,C_23,38.0,5.0,30.0,45.0,522.0,10.0,689.0
24,,,,C_24,38.0,15.0,10.0,598.0,883.0,10.0,2263.0
25,,,,C_25,35.0,5.0,20.0,348.0,904.0,10.0,3860.0
26,,,,C_26,95.0,30.0,30.0,509.0,668.0,10.0,2725.0
27,,,,C_27,95.0,35.0,20.0,57.0,664.0,10.0,1471.0
28,,,,C_28,92.0,30.0,10.0,68.0,349.0,10.0,1356.0
29,,,,C_29,90.0,35.0,10.0,131.0,376.0,10.0,3175.0
30,,,,C_30,88.0,30.0,10.0,114.0,497.0,10.0,2715.0
31,,,,C_31,88.0,35.0,20.0,102.0,347.0,10.0,2201.0
32,,,,C_32,87.0,30.0,10.0,564.0,797.0,10.0,2943.0
33,,,,C_33,85.0,25.0,10.0,51.0,673.0,10.0,1648.0
34,,,,C_34,85.0,35.0,30.0,462.0,631.0,10.0,1563.0
35,,,,C_35,67.0,85.0,20.0,396.0,905.0,10.0,990.0
36,,,,C_36,65.0,85.0,40.0,43.0,712.0,10.0,2703.0
37,,,,C_37,65.0,82.0,10.0,530.0,703.0,10.0,1783.0
38,,,,C_38,62.0,80.0,30.0,131.0,544.0,10.0,3540.0
39,,,,C_39,60.0,80.0,10.0,36.0,800.0,10.0,3447.0
40,,,,C_40,60.0,85.0,30.0,233.0,544.0,10.0,2134.0
41,,,,C_41,58.0,75.0,20.0,207.0,664.0,10.0,2785.0
42,,,,C_42,55.0,80.0,10.0,33.0,624.0,10.0,1913.0
43,,,,C_43,55.0,85.0,20.0,549.0,718.0,10.0,2106.0
44,,,,C_44,55.0,82.0,10.0,62.0,491.0,10.0,2227.0
45,,,,C_45,20.0,82.0,10.0,37.0,677.0,10.0,1767.0
46,,,,C_46,18.0,80.0,10.0,435.0,662.0,10.0,1534.0
47,,,,C_47,2.0,45.0,10.0,38.0,366.0,10.0,3277.0
48,,,,C_48,42.0,5.0,10.0,636.0,904.0,10.0,1622.0
49,,,,C_49,42.0,12.0,10.0,423.0,576.0,10.0,997.0
50,,,,C_50,72.0,35.0,30.0,471.0,662.0,10.0,3549.0
51,,,,C_51,55.0,20.0,19.0,281.0,490.0,10.0,3643.0
52,,,,C_52,25.0,30.0,3.0,109.0,360.0,10.0,2014.0
53,,,,C_53,20.0,50.0,5.0,284.0,585.0,10.0,3412.0
54,,,,C_54,55.0,60.0,16.0,568.0,753.0,10.0,1739.0
55,,,,C_55,30.0,60.0,16.0,421.0,896.0,10.0,3005.0
56,,,,C_56,50.0,35.0,19.0,404.0,829.0,10.0,1025.0
57,,,,C_57,30.0,25.0,23.0,347.0,566.0,10.0,2875.0
58,,,,C_58,15.0,10.0,20.0,380.0,902.0,10.0,2225.0
59,,,,C_59,10.0,20.0,19.0,42.0,466.0,10.0,2341.0
60,,,,C_60,15.0,60.0,17.0,613.0,894.0,10.0,1233.0
61,,,,C_61,45.0,65.0,9.0,230.0,405.0,10.0,1566.0
62,,,,C_62,65.0,35.0,3.0,29.0,587.0,10.0,1110.0
63,,,,C_63,65.0,20.0,6.0,39.0,353.0,10.0,643.0
64,,,,C_64,45.0,30.0,17.0,20.0,497.0,10.0,2355.0
65,,,,C_65,35.0,40.0,16.0,11.0,570.0,10.0,1968.0
66,,,,C_66,41.0,37.0,16.0,423.0,828.0,10.0,3615.0
67,,,,C_67,64.0,42.0,9.0,112.0,543.0,10.0,1746.0
68,,,,C_68,40.0,60.0,21.0,441.0,902.0,10.0,1790.0
69,,,,C_69,31.0,52.0,27.0,9.0,532.0,10.0,1355.0
70,,,,C_70,35.0,69.0,23.0,211.0,930.0,10.0,1510.0
71,,,,C_71,65.0,55.0,14.0,201.0,400.0,10.0,408.0
72,,,,C_72,63.0,65.0,8.0,27.0,382.0,10.0,1294.0
73,,,,C_73,2.0,60.0,5.0,255.0,436.0,10.0,2447.0
74,,,,C_74,20.0,20.0,8.0,427.0,913.0,10.0,1071.0
75,,,,C_75,5.0,5.0,16.0,183.0,400.0,10.0,1462.0
76,,,,C_76,60.0,12.0,31.0,162.0,493.0,10.0,3019.0
77,,,,C_77,23.0,3.0,7.0,360.0,900.0,10.0,1626.0
78,,,,C_78,8.0,56.0,27.0,195.0,654.0,10.0,902.0
79,,,,C_79,6.0,68.0,30.0,258.0,565.0,10.0,2670.0
80,,,,C_80,47.0,47.0,13.0,426.0,942.0,10.0,2205.0
81,,,,C_81,49.0,58.0,10.0,369.0,460.0,10.0,2225.0
82,,,,C_82,27.0,43.0,9.0,85.0,338.0,10.0,985.0
83,,,,C_83,37.0,31.0,14.0,19.0,326.0,10.0,947.0
84,,,,C_84,57.0,29.0,18.0,304.0,605.0,10.0,2038.0
85,,,,C_85,63.0,23.0,2.0,318.0,489.0,10.0,1954.0
86,,,,C_86,21.0,24.0,28.0,332.0,485.0,10.0,3440.0
87,,,,C_87,12.0,24.0,13.0,365.0,472.0,10.0,3032.0
88,,,,C_88,24.0,58.0,19.0,100.0,539.0,10.0,1290.0
89,,,,C_89,67.0,5.0,25.0,565.0,897.0,10.0,1824.0
90,,,,C_90,37.0,47.0,6.0,324.0,513.0,10.0,1154.0
91,,,,C_91,49.0,42.0,13.0,651.0,906.0,10.0,2986.0
92,,,,C_92,53.0,43.0,14.0,14.0,669.0,10.0,1630.0
93,,,,C_93,61.0,52.0,3.0,298.0,928.0,10.0,4099.0
94,,,,C_94,57.0,48.0,23.0,385.0,518.0,10.0,3524.0
95,,,,C_95,56.0,37.0,6.0,20.0,299.0,10.0,2557.0
96,,,,C_96,55.0,54.0,26.0,538.0,705.0,10.0,2379.0
97,,,,C_97,4.0,18.0,35.0,546.0,667.0,10.0,3563.0
98,,,,C_98,26.0,52.0,9.0,109.0,354.0,10.0,1921.0
99,,,,C_99,26.0,35.0,15.0,170.0,565.0,10.0,772.0
100,,,,C_100,31.0,67.0,3.0,262.0,930.0,10.0,3187.0
