,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R206,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,1873.0
1,,,,C_1,41.0,49.0,10.0,0.0,974.0,10.0,1701.0
2,,,,C_2,35.0,17.0,7.0,0.0,972.0,10.0,3999.0
3,,,,C_3,55.0,45.0,13.0,0.0,967.0,10.0,1470.0
4,,,,C_4,55.0,20.0,19.0,620.0,860.0,10.0,3834.0
5,,,,C_5,15.0,30.0,26.0,0.0,969.0,10.0,1049.0
6,,,,C_6,25.0,30.0,3.0,345.0,585.0,10.0,1063.0
7,,,,C_7,20.0,50.0,5.0,0.0,968.0,10.0,3997.0
8,,,,C_8,10.0,43.0,9.0,323.0,563.0,10.0,2335.0
9,,,,C_9,55.0,60.0,16.0,329.0,569.0,10.0,2808.0
10,,,,C_10,30.0,60.0,16.0,485.0,725.0,10.0,1919.0
11,,,,C_11,20.0,65.0,12.0,146.0,386.0,10.0,1286.0
12,,,,C_12,50.0,35.0,19.0,0.0,975.0,10.0,995.0
13,,,,C_13,30.0,25.0,23.0,639.0,879.0,10.0,3634.0
14,,,,C_14,15.0,10.0,20.0,32.0,272.0,10.0,2950.0
15,,,,C_15,30.0,5.0,8.0,118.0,358.0,10.0,1477.0
16,,,,C_16,10.0,20.0,19.0,203.0,443.0,10.0,1177.0
17,,,,C_17,5.0,30.0,2.0,682.0,922.0,10.0,1907.0
18,,,,C_18,20.0,40.0,12.0,286.0,526.0,10.0,2392.0
19,,,,C_19,15.0,60.0,17.0,204.0,444.0,10.0,1535.0
20,,,,C_20,45.0,65.0,9.0,504.0,744.0,10.0,2041.0
21,,,,C_21,45.0,20.0,11.0,0.0,971.0,10.0,3093.0
22,,,,C_22,45.0,10.0,18.0,332.0,572.0,10.0,1675.0
23,,,,C_23,55.0,5.0,29.0,146.0,386.0,10.0,2108.0
24,,,,C_24,65.0,35.0,3.0,656.0,896.0,10.0,2095.0
25,,,,C_25,65.0,20.0,6.0,716.0,956.0,10.0,2049.0
26,,,,C_26,45.0,30.0,17.0,0.0,978.0,10.0,1148.0
27,,,,C_27,35.0,40.0,16.0,60.0,300.0,10.0,3178.0
28,,,,C_28,41.0,37.0,16.0,65.0,305.0,10.0,2041.0
29,,,,C_29,64.0,42.0,9.0,132.0,372.0,10.0,591.0
30,,,,C_30,40.0,60.0,21.0,187.0,427.0,10.0,2553.0
31,,,,C_31,31.0,52.0,27.0,0.0,972.0,10.0,3001.0
32,,,,C_32,35.0,69.0,23.0,599.0,839.0,10.0,1373.0
33,,,,C_33,53.0,52.0,11.0,24.0,264.0,10.0,1473.0
34,,,,C_34,65.0,55.0,14.0,0.0,953.0,10.0,1741.0
35,,,,C_35,63.0,65.0,8.0,630.0,870.0,10.0,2887.0
36,,,,C_36,2.0,60.0,5.0,41.0,281.0,10.0,426.0
37,,,,C_37,20.0,20.0,8.0,0.0,968.0,10.0,1008.0
38,,,,C_38,5.0,5.0,16.0,234.0,474.0,10.0,3418.0
39,,,,C_39,60.0,12.0,31.0,33.0,273.0,10.0,1300.0
