,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R211,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,2944.0
1,,,,C_1,41.0,49.0,10.0,451.0,974.0,10.0,2971.0
2,,,,C_2,35.0,17.0,7.0,18.0,534.0,10.0,2649.0
3,,,,C_3,55.0,45.0,13.0,378.0,733.0,10.0,3038.0
4,,,,C_4,55.0,20.0,19.0,477.0,965.0,10.0,2656.0
5,,,,C_5,15.0,30.0,26.0,20.0,610.0,10.0,1953.0
6,,,,C_6,25.0,30.0,3.0,245.0,684.0,10.0,971.0
7,,,,C_7,20.0,50.0,5.0,172.0,569.0,10.0,2094.0
8,,,,C_8,10.0,43.0,9.0,245.0,640.0,10.0,1686.0
9,,,,C_9,55.0,60.0,16.0,231.0,666.0,10.0,1290.0
10,,,,C_10,30.0,60.0,16.0,430.0,779.0,10.0,1420.0
11,,,,C_11,20.0,65.0,12.0,33.0,511.0,10.0,816.0
12,,,,C_12,50.0,35.0,19.0,50.0,523.0,10.0,2622.0
13,,,,C_13,30.0,25.0,23.0,462.0,978.0,10.0,2509.0
14,,,,C_14,15.0,10.0,20.0,32.0,694.0,10.0,1368.0
15,,,,C_15,30.0,5.0,8.0,30.0,519.0,10.0,520.0
16,,,,C_16,10.0,20.0,19.0,102.0,543.0,10.0,3486.0
17,,,,C_17,5.0,30.0,2.0,444.0,959.0,10.0,1755.0
18,,,,C_18,20.0,40.0,12.0,229.0,582.0,10.0,791.0
19,,,,C_19,15.0,60.0,17.0,95.0,552.0,10.0,1347.0
20,,,,C_20,45.0,65.0,9.0,418.0,829.0,10.0,2131.0
21,,,,C_21,45.0,20.0,11.0,36.0,509.0,10.0,3316.0
22,,,,C_22,45.0,10.0,18.0,246.0,657.0,10.0,1442.0
23,,,,C_23,55.0,5.0,29.0,36.0,514.0,10.0,2735.0
24,,,,C_24,65.0,35.0,3.0,435.0,960.0,10.0,3082.0
25,,,,C_25,65.0,20.0,6.0,438.0,956.0,10.0,3071.0
26,,,,C_26,45.0,30.0,17.0,428.0,827.0,10.0,3362.0
27,,,,C_27,35.0,40.0,16.0,5.0,548.0,10.0,1890.0
28,,,,C_28,41.0,37.0,16.0,6.0,526.0,10.0,2699.0
29,,,,C_29,64.0,42.0,9.0,29.0,513.0,10.0,3061.0
30,,,,C_30,40.0,60.0,21.0,91.0,522.0,10.0,3125.0
31,,,,C_31,31.0,52.0,27.0,17.0,501.0,10.0,3240.0
32,,,,C_32,35.0,69.0,23.0,482.0,955.0,10.0,3303.0
33,,,,C_33,53.0,52.0,11.0,24.0,575.0,10.0,3432.0
34,,,,C_34,65.0,55.0,14.0,367.0,776.0,10.0,2980.0
35,,,,C_35,63.0,65.0,8.0,453.0,948.0,10.0,2715.0
36,,,,C_36,2.0,60.0,5.0,41.0,615.0,10.0,3551.0
37,,,,C_37,20.0,20.0,8.0,443.0,856.0,10.0,1674.0
38,,,,C_38,5.0,5.0,16.0,130.0,577.0,10.0,753.0
39,,,,C_39,60.0,12.0,31.0,33.0,655.0,10.0,2934.0
40,,,,C_40,40.0,25.0,9.0,201.0,596.0,10.0,3571.0
41,,,,C_41,42.0,7.0,5.0,219.0,688.0,10.0,2184.0
42,,,,C_42,24.0,12.0,5.0,25.0,560.0,10.0,2610.0
43,,,,C_43,23.0,3.0,7.0,458.0,867.0,10.0,1801.0
44,,,,C_44,11.0,14.0,18.0,59.0,514.0,10.0,2333.0
45,,,,C_45,6.0,38.0,16.0,29.0,589.0,10.0,3075.0
46,,,,C_46,2.0,48.0,1.0,338.0,805.0,10.0,3690.0
47,,,,C_47,8.0,56.0,27.0,34.0,602.0,10.0,3094.0
48,,,,C_48,13.0,52.0,36.0,454.0,962.0,10.0,3641.0
49,,,,C_49,6.0,68.0,30.0,362.0,679.0,10.0,3565.0
50,,,,C_50,47.0,47.0,13.0,379.0,810.0,10.0,2819.0
