,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C207,25.0,700.0,depart,40.0,50.0,0.0,0.0,3390.0,0.0,4646.0
1,,,,C_1,52.0,75.0,10.0,302.0,479.0,90.0,5258.0
2,,,,C_2,45.0,70.0,30.0,157.0,428.0,90.0,3601.0
3,,,,C_3,62.0,69.0,10.0,1138.0,1355.0,90.0,2324.0
4,,,,C_4,60.0,66.0,10.0,1247.0,1434.0,90.0,2461.0
5,,,,C_5,42.0,65.0,10.0,15.0,208.0,90.0,2913.0
6,,,,C_6,16.0,42.0,20.0,209.0,944.0,90.0,5602.0
7,,,,C_7,58.0,70.0,20.0,1059.0,1246.0,90.0,3765.0
8,,,,C_8,34.0,60.0,20.0,2035.0,3288.0,90.0,3755.0
9,,,,C_9,28.0,70.0,10.0,2090.0,3271.0,90.0,5335.0
10,,,,C_10,35.0,66.0,10.0,2311.0,3283.0,90.0,6449.0
11,,,,C_11,35.0,69.0,10.0,2428.0,3127.0,90.0,6807.0
12,,,,C_12,25.0,85.0,20.0,1772.0,2625.0,90.0,4693.0
13,,,,C_13,22.0,75.0,30.0,2135.0,2834.0,90.0,7907.0
14,,,,C_14,22.0,85.0,10.0,1586.0,2625.0,90.0,3200.0
15,,,,C_15,20.0,80.0,40.0,1858.0,2733.0,90.0,4070.0
16,,,,C_16,20.0,85.0,40.0,1512.0,2515.0,90.0,3521.0
17,,,,C_17,18.0,75.0,20.0,1895.0,2886.0,90.0,3090.0
18,,,,C_18,15.0,75.0,20.0,1299.0,2344.0,90.0,4879.0
19,,,,C_19,15.0,80.0,10.0,1461.0,2372.0,90.0,6517.0
20,,,,C_20,30.0,50.0,10.0,10.0,963.0,90.0,5832.0
21,,,,C_21,30.0,56.0,20.0,2062.0,3288.0,90.0,5105.0
22,,,,C_22,28.0,52.0,20.0,12.0,752.0,90.0,1778.0
23,,,,C_23,14.0,66.0,10.0,1316.0,2129.0,90.0,4241.0
24,,,,C_24,25.0,50.0,10.0,15.0,532.0,90.0,1320.0
25,,,,C_25,22.0,66.0,40.0,2177.0,2990.0,90.0,6517.0
26,,,,C_26,8.0,62.0,10.0,1036.0,2213.0,90.0,3637.0
27,,,,C_27,23.0,52.0,10.0,17.0,602.0,90.0,3207.0
28,,,,C_28,4.0,55.0,20.0,1010.0,2043.0,90.0,5946.0
29,,,,C_29,20.0,50.0,10.0,20.0,948.0,90.0,2486.0
30,,,,C_30,20.0,55.0,10.0,63.0,702.0,90.0,2132.0
31,,,,C_31,10.0,35.0,20.0,309.0,1412.0,90.0,1501.0
32,,,,C_32,10.0,40.0,30.0,336.0,1009.0,90.0,2712.0
33,,,,C_33,8.0,40.0,40.0,234.0,1295.0,90.0,5866.0
34,,,,C_34,8.0,45.0,20.0,954.0,1897.0,90.0,4826.0
35,,,,C_35,5.0,35.0,10.0,377.0,1534.0,90.0,5790.0
36,,,,C_36,5.0,45.0,10.0,819.0,1846.0,90.0,4352.0
37,,,,C_37,2.0,40.0,20.0,494.0,1607.0,90.0,5152.0
38,,,,C_38,0.0,40.0,30.0,637.0,1648.0,90.0,5357.0
39,,,,C_39,0.0,45.0,20.0,834.0,1641.0,90.0,5492.0
40,,,,C_40,36.0,18.0,10.0,1468.0,2329.0,90.0,5652.0
41,,,,C_41,35.0,32.0,10.0,2480.0,3195.0,90.0,6994.0
42,,,,C_42,33.0,32.0,20.0,2421.0,3070.0,90.0,4358.0
43,,,,C_43,33.0,35.0,10.0,2368.0,2937.0,90.0,7027.0
44,,,,C_44,32.0,20.0,10.0,1621.0,2364.0,90.0,6862.0
45,,,,C_45,30.0,30.0,10.0,1805.0,2564.0,90.0,7528.0
46,,,,C_46,34.0,25.0,30.0,1782.0,2395.0,90.0,2839.0
47,,,,C_47,30.0,35.0,10.0,2242.0,2877.0,90.0,6181.0
48,,,,C_48,36.0,40.0,10.0,2605.0,3266.0,90.0,8273.0
49,,,,C_49,48.0,20.0,10.0,812.0,1281.0,90.0,5877.0
50,,,,C_50,26.0,32.0,10.0,1842.0,2901.0,90.0,5335.0
51,,,,C_51,25.0,30.0,10.0,1883.0,2676.0,90.0,4452.0
52,,,,C_52,25.0,35.0,10.0,2070.0,2859.0,90.0,6550.0
53,,,,C_53,44.0,5.0,20.0,1078.0,1593.0,90.0,5718.0
54,,,,C_54,42.0,10.0,40.0,998.0,1481.0,90.0,5136.0
55,,,,C_55,42.0,15.0,10.0,897.0,1392.0,90.0,6333.0
56,,,,C_56,40.0,5.0,30.0,1083.0,1776.0,90.0,2552.0
57,,,,C_57,38.0,15.0,40.0,1426.0,2183.0,90.0,3165.0
58,,,,C_58,38.0,5.0,30.0,1133.0,1910.0,90.0,2951.0
59,,,,C_59,38.0,10.0,10.0,1392.0,2027.0,90.0,2276.0
60,,,,C_60,35.0,5.0,20.0,1180.0,2049.0,90.0,5471.0
61,,,,C_61,50.0,30.0,10.0,223.0,738.0,90.0,1818.0
62,,,,C_62,50.0,35.0,20.0,18.0,474.0,90.0,5080.0
63,,,,C_63,50.0,40.0,50.0,14.0,360.0,90.0,1230.0
64,,,,C_64,48.0,30.0,10.0,246.0,899.0,90.0,2410.0
65,,,,C_65,44.0,25.0,10.0,704.0,1197.0,90.0,1351.0
66,,,,C_66,47.0,35.0,10.0,393.0,942.0,90.0,4073.0
67,,,,C_67,47.0,40.0,10.0,12.0,424.0,90.0,1030.0
68,,,,C_68,42.0,30.0,10.0,641.0,1070.0,90.0,1378.0
69,,,,C_69,45.0,35.0,10.0,534.0,985.0,90.0,2552.0
70,,,,C_70,95.0,30.0,30.0,2119.0,2682.0,90.0,3743.0
71,,,,C_71,95.0,35.0,20.0,2192.0,2419.0,90.0,6799.0
72,,,,C_72,53.0,30.0,10.0,131.0,644.0,90.0,4031.0
73,,,,C_73,92.0,30.0,10.0,2169.0,2818.0,90.0,7490.0
74,,,,C_74,53.0,35.0,50.0,87.0,498.0,90.0,5228.0
75,,,,C_75,45.0,65.0,20.0,49.0,346.0,90.0,5463.0
76,,,,C_76,90.0,35.0,10.0,2106.0,2315.0,90.0,6150.0
77,,,,C_77,72.0,45.0,10.0,2701.0,3258.0,90.0,6555.0
78,,,,C_78,78.0,40.0,20.0,2599.0,3164.0,90.0,3444.0
79,,,,C_79,87.0,30.0,10.0,2505.0,2870.0,90.0,7112.0
80,,,,C_80,85.0,25.0,10.0,2369.0,2816.0,90.0,3864.0
81,,,,C_81,85.0,35.0,30.0,2563.0,3002.0,90.0,3181.0
82,,,,C_82,75.0,55.0,20.0,1894.0,2115.0,90.0,4704.0
83,,,,C_83,72.0,55.0,10.0,1751.0,2072.0,90.0,3521.0
84,,,,C_84,70.0,58.0,20.0,1617.0,1824.0,90.0,5611.0
85,,,,C_85,86.0,46.0,30.0,1969.0,2248.0,90.0,5916.0
86,,,,C_86,66.0,55.0,10.0,1710.0,1921.0,90.0,6001.0
87,,,,C_87,64.0,46.0,20.0,2976.0,3275.0,90.0,7278.0
88,,,,C_88,65.0,60.0,30.0,1482.0,1769.0,90.0,2147.0
89,,,,C_89,56.0,64.0,10.0,1275.0,1594.0,90.0,4479.0
90,,,,C_90,60.0,55.0,10.0,2789.0,3279.0,90.0,7693.0
91,,,,C_91,60.0,60.0,10.0,1440.0,1621.0,90.0,3591.0
92,,,,C_92,67.0,85.0,20.0,646.0,901.0,90.0,3555.0
93,,,,C_93,42.0,58.0,40.0,8.0,258.0,90.0,4038.0
94,,,,C_94,65.0,82.0,10.0,708.0,1027.0,90.0,2202.0
95,,,,C_95,62.0,80.0,30.0,852.0,1069.0,90.0,3411.0
96,,,,C_96,62.0,40.0,10.0,2713.0,3275.0,90.0,7817.0
97,,,,C_97,60.0,85.0,30.0,537.0,816.0,90.0,2367.0
98,,,,C_98,58.0,75.0,20.0,948.0,1167.0,90.0,3398.0
99,,,,C_99,55.0,80.0,10.0,379.0,594.0,90.0,5279.0
100,,,,C_100,55.0,85.0,20.0,477.0,686.0,90.0,3605.0
