,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R203,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,1080.0
1,,,,C_1,41.0,49.0,10.0,0.0,974.0,10.0,1741.0
2,,,,C_2,35.0,17.0,7.0,0.0,972.0,10.0,2106.0
3,,,,C_3,55.0,45.0,13.0,0.0,967.0,10.0,3615.0
4,,,,C_4,55.0,20.0,19.0,678.0,801.0,10.0,846.0
5,,,,C_5,15.0,30.0,26.0,0.0,969.0,10.0,2893.0
6,,,,C_6,25.0,30.0,3.0,415.0,514.0,10.0,1358.0
7,,,,C_7,20.0,50.0,5.0,0.0,968.0,10.0,3427.0
8,,,,C_8,10.0,43.0,9.0,404.0,481.0,10.0,2541.0
9,,,,C_9,55.0,60.0,16.0,400.0,497.0,10.0,1301.0
10,,,,C_10,30.0,60.0,16.0,577.0,632.0,10.0,765.0
11,,,,C_11,20.0,65.0,12.0,206.0,325.0,10.0,1966.0
12,,,,C_12,50.0,35.0,19.0,0.0,975.0,10.0,1221.0
13,,,,C_13,30.0,25.0,23.0,690.0,827.0,10.0,829.0
14,,,,C_14,15.0,10.0,20.0,0.0,957.0,10.0,2040.0
15,,,,C_15,30.0,5.0,8.0,175.0,300.0,10.0,809.0
16,,,,C_16,10.0,20.0,19.0,0.0,960.0,10.0,2461.0
17,,,,C_17,5.0,30.0,2.0,733.0,870.0,10.0,1809.0
18,,,,C_18,20.0,40.0,12.0,0.0,974.0,10.0,1463.0
19,,,,C_19,15.0,60.0,17.0,0.0,957.0,10.0,1650.0
20,,,,C_20,45.0,65.0,9.0,0.0,958.0,10.0,2110.0
21,,,,C_21,45.0,20.0,11.0,0.0,971.0,10.0,1604.0
22,,,,C_22,45.0,10.0,18.0,409.0,494.0,10.0,1155.0
23,,,,C_23,55.0,5.0,29.0,206.0,325.0,10.0,1538.0
24,,,,C_24,65.0,35.0,3.0,0.0,960.0,10.0,2258.0
25,,,,C_25,65.0,20.0,6.0,817.0,956.0,10.0,2107.0
26,,,,C_26,45.0,30.0,17.0,0.0,978.0,10.0,3997.0
27,,,,C_27,35.0,40.0,16.0,104.0,255.0,10.0,516.0
28,,,,C_28,41.0,37.0,16.0,0.0,983.0,10.0,2132.0
29,,,,C_29,64.0,42.0,9.0,0.0,960.0,10.0,1187.0
30,,,,C_30,40.0,60.0,21.0,259.0,354.0,10.0,427.0
31,,,,C_31,31.0,52.0,27.0,0.0,972.0,10.0,1678.0
32,,,,C_32,35.0,69.0,23.0,0.0,956.0,10.0,3313.0
33,,,,C_33,53.0,52.0,11.0,45.0,200.0,10.0,2586.0
34,,,,C_34,65.0,55.0,14.0,0.0,953.0,10.0,3930.0
35,,,,C_35,63.0,65.0,8.0,686.0,813.0,10.0,3858.0
36,,,,C_36,2.0,60.0,5.0,41.0,208.0,10.0,2000.0
37,,,,C_37,20.0,20.0,8.0,0.0,968.0,10.0,2326.0
38,,,,C_38,5.0,5.0,16.0,302.0,405.0,10.0,3025.0
39,,,,C_39,60.0,12.0,31.0,33.0,224.0,10.0,1003.0
40,,,,C_40,40.0,25.0,9.0,360.0,437.0,10.0,2889.0
41,,,,C_41,42.0,7.0,5.0,396.0,511.0,10.0,1479.0
42,,,,C_42,24.0,12.0,5.0,25.0,172.0,10.0,2222.0
