,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C204,25.0,700.0,depart,40.0,50.0,0.0,0.0,3390.0,0.0,4424.0
1,,,,C_1,52.0,75.0,10.0,0.0,3272.0,90.0,3458.0
2,,,,C_2,45.0,70.0,30.0,0.0,3279.0,90.0,4351.0
3,,,,C_3,62.0,69.0,10.0,0.0,3270.0,90.0,5838.0
4,,,,C_4,60.0,66.0,10.0,1261.0,1421.0,90.0,2842.0
5,,,,C_5,42.0,65.0,10.0,0.0,3284.0,90.0,5460.0
6,,,,C_6,16.0,42.0,20.0,0.0,3274.0,90.0,3956.0
7,,,,C_7,58.0,70.0,20.0,0.0,3273.0,90.0,5655.0
8,,,,C_8,34.0,60.0,20.0,2887.0,3047.0,90.0,6189.0
9,,,,C_9,28.0,70.0,10.0,2601.0,2761.0,90.0,3448.0
10,,,,C_10,35.0,66.0,10.0,0.0,3283.0,90.0,3778.0
11,,,,C_11,35.0,69.0,10.0,2698.0,2858.0,90.0,4523.0
12,,,,C_12,25.0,85.0,20.0,0.0,3261.0,90.0,4114.0
13,,,,C_13,22.0,75.0,30.0,2405.0,2565.0,90.0,7324.0
14,,,,C_14,22.0,85.0,10.0,0.0,3260.0,90.0,3993.0
15,,,,C_15,20.0,80.0,40.0,2216.0,2376.0,90.0,2878.0
16,,,,C_16,20.0,85.0,40.0,0.0,3259.0,90.0,5357.0
17,,,,C_17,18.0,75.0,20.0,0.0,3266.0,90.0,6079.0
18,,,,C_18,15.0,75.0,20.0,0.0,3264.0,90.0,5594.0
19,,,,C_19,15.0,80.0,10.0,0.0,3260.0,90.0,7778.0
20,,,,C_20,30.0,50.0,10.0,0.0,3290.0,90.0,6894.0
21,,,,C_21,30.0,56.0,20.0,0.0,3288.0,90.0,4846.0
22,,,,C_22,28.0,52.0,20.0,0.0,3287.0,90.0,4252.0
23,,,,C_23,14.0,66.0,10.0,1643.0,1803.0,90.0,1922.0
24,,,,C_24,25.0,50.0,10.0,0.0,3285.0,90.0,7143.0
25,,,,C_25,22.0,66.0,40.0,2504.0,2664.0,90.0,4674.0
26,,,,C_26,8.0,62.0,10.0,0.0,3265.0,90.0,6870.0
27,,,,C_27,23.0,52.0,10.0,0.0,3282.0,90.0,7384.0
28,,,,C_28,4.0,55.0,20.0,0.0,3263.0,90.0,3329.0
29,,,,C_29,20.0,50.0,10.0,0.0,3280.0,90.0,5548.0
30,,,,C_30,20.0,55.0,10.0,0.0,3279.0,90.0,6464.0
31,,,,C_31,10.0,35.0,20.0,0.0,3266.0,90.0,5434.0
32,,,,C_32,10.0,40.0,30.0,0.0,3268.0,90.0,5641.0
33,,,,C_33,8.0,40.0,40.0,0.0,3266.0,90.0,6147.0
34,,,,C_34,8.0,45.0,20.0,0.0,3267.0,90.0,7700.0
35,,,,C_35,5.0,35.0,10.0,0.0,3261.0,90.0,7985.0
36,,,,C_36,5.0,45.0,10.0,0.0,3264.0,90.0,8021.0
37,,,,C_37,2.0,40.0,20.0,0.0,3260.0,90.0,7446.0
38,,,,C_38,0.0,40.0,30.0,1063.0,1223.0,90.0,4748.0
