,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R105,25.0,200.0,depart,35.0,35.0,0.0,0.0,230.0,0.0,628.0
1,,,,C_1,41.0,49.0,10.0,151.0,181.0,10.0,445.0
2,,,,C_2,35.0,17.0,7.0,40.0,70.0,10.0,704.0
3,,,,C_3,55.0,45.0,13.0,106.0,136.0,10.0,427.0
4,,,,C_4,55.0,20.0,19.0,139.0,169.0,10.0,220.0
5,,,,C_5,15.0,30.0,26.0,24.0,54.0,10.0,279.0
6,,,,C_6,25.0,30.0,3.0,89.0,119.0,10.0,498.0
7,,,,C_7,20.0,50.0,5.0,71.0,101.0,10.0,729.0
8,,,,C_8,10.0,43.0,9.0,85.0,115.0,10.0,176.0
9,,,,C_9,55.0,60.0,16.0,87.0,117.0,10.0,755.0
10,,,,C_10,30.0,60.0,16.0,114.0,144.0,10.0,642.0
11,,,,C_11,20.0,65.0,12.0,57.0,87.0,10.0,91.0
12,,,,C_12,50.0,35.0,19.0,53.0,83.0,10.0,652.0
13,,,,C_13,30.0,25.0,23.0,149.0,179.0,10.0,207.0
14,,,,C_14,15.0,10.0,20.0,32.0,62.0,10.0,602.0
15,,,,C_15,30.0,5.0,8.0,51.0,81.0,10.0,425.0
16,,,,C_16,10.0,20.0,19.0,65.0,95.0,10.0,396.0
17,,,,C_17,5.0,30.0,2.0,147.0,177.0,10.0,420.0
18,,,,C_18,20.0,40.0,12.0,77.0,107.0,10.0,421.0
19,,,,C_19,15.0,60.0,17.0,66.0,96.0,10.0,658.0
20,,,,C_20,45.0,65.0,9.0,116.0,146.0,10.0,231.0
21,,,,C_21,45.0,20.0,11.0,52.0,82.0,10.0,546.0
22,,,,C_22,45.0,10.0,18.0,87.0,117.0,10.0,205.0
23,,,,C_23,55.0,5.0,29.0,58.0,88.0,10.0,731.0
24,,,,C_24,65.0,35.0,3.0,143.0,173.0,10.0,261.0
25,,,,C_25,65.0,20.0,6.0,156.0,186.0,10.0,465.0
26,,,,C_26,45.0,30.0,17.0,122.0,152.0,10.0,228.0
27,,,,C_27,35.0,40.0,16.0,27.0,57.0,10.0,275.0
28,,,,C_28,41.0,37.0,16.0,29.0,59.0,10.0,685.0
29,,,,C_29,64.0,42.0,9.0,53.0,83.0,10.0,291.0
30,,,,C_30,40.0,60.0,21.0,61.0,91.0,10.0,171.0
31,,,,C_31,31.0,52.0,27.0,40.0,70.0,10.0,120.0
32,,,,C_32,35.0,69.0,23.0,131.0,161.0,10.0,262.0
33,,,,C_33,53.0,52.0,11.0,27.0,57.0,10.0,615.0
34,,,,C_34,65.0,55.0,14.0,107.0,137.0,10.0,276.0
35,,,,C_35,63.0,65.0,8.0,133.0,163.0,10.0,242.0
