,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R207,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,3488.0
1,,,,C_1,41.0,49.0,10.0,0.0,974.0,10.0,1154.0
2,,,,C_2,35.0,17.0,7.0,0.0,972.0,10.0,1515.0
3,,,,C_3,55.0,45.0,13.0,0.0,967.0,10.0,3087.0
4,,,,C_4,55.0,20.0,19.0,620.0,860.0,10.0,2090.0
5,,,,C_5,15.0,30.0,26.0,0.0,969.0,10.0,1345.0
6,,,,C_6,25.0,30.0,3.0,345.0,585.0,10.0,1039.0
7,,,,C_7,20.0,50.0,5.0,0.0,968.0,10.0,1574.0
8,,,,C_8,10.0,43.0,9.0,323.0,563.0,10.0,1604.0
9,,,,C_9,55.0,60.0,16.0,329.0,569.0,10.0,2751.0
10,,,,C_10,30.0,60.0,16.0,485.0,725.0,10.0,889.0
11,,,,C_11,20.0,65.0,12.0,146.0,386.0,10.0,1743.0
12,,,,C_12,50.0,35.0,19.0,0.0,975.0,10.0,2674.0
13,,,,C_13,30.0,25.0,23.0,639.0,879.0,10.0,2013.0
14,,,,C_14,15.0,10.0,20.0,0.0,957.0,10.0,1915.0
15,,,,C_15,30.0,5.0,8.0,118.0,358.0,10.0,3171.0
16,,,,C_16,10.0,20.0,19.0,0.0,960.0,10.0,2658.0
17,,,,C_17,5.0,30.0,2.0,682.0,922.0,10.0,1208.0
18,,,,C_18,20.0,40.0,12.0,0.0,974.0,10.0,2986.0
19,,,,C_19,15.0,60.0,17.0,0.0,957.0,10.0,3902.0
20,,,,C_20,45.0,65.0,9.0,0.0,958.0,10.0,2636.0
21,,,,C_21,45.0,20.0,11.0,0.0,971.0,10.0,2584.0
22,,,,C_22,45.0,10.0,18.0,332.0,572.0,10.0,2503.0
23,,,,C_23,55.0,5.0,29.0,146.0,386.0,10.0,427.0
24,,,,C_24,65.0,35.0,3.0,0.0,960.0,10.0,1974.0
25,,,,C_25,65.0,20.0,6.0,716.0,956.0,10.0,2017.0
26,,,,C_26,45.0,30.0,17.0,0.0,978.0,10.0,2242.0
27,,,,C_27,35.0,40.0,16.0,60.0,300.0,10.0,2479.0
28,,,,C_28,41.0,37.0,16.0,0.0,983.0,10.0,3097.0
29,,,,C_29,64.0,42.0,9.0,0.0,960.0,10.0,3988.0
30,,,,C_30,40.0,60.0,21.0,187.0,427.0,10.0,3229.0
31,,,,C_31,31.0,52.0,27.0,0.0,972.0,10.0,983.0
32,,,,C_32,35.0,69.0,23.0,0.0,956.0,10.0,1758.0
33,,,,C_33,53.0,52.0,11.0,24.0,264.0,10.0,603.0
34,,,,C_34,65.0,55.0,14.0,0.0,953.0,10.0,2682.0
35,,,,C_35,63.0,65.0,8.0,630.0,870.0,10.0,1730.0
36,,,,C_36,2.0,60.0,5.0,41.0,281.0,10.0,2129.0
37,,,,C_37,20.0,20.0,8.0,0.0,968.0,10.0,3037.0
38,,,,C_38,5.0,5.0,16.0,234.0,474.0,10.0,2074.0
39,,,,C_39,60.0,12.0,31.0,33.0,273.0,10.0,1034.0
40,,,,C_40,40.0,25.0,9.0,279.0,519.0,10.0,2245.0
41,,,,C_41,42.0,7.0,5.0,334.0,574.0,10.0,2257.0
42,,,,C_42,24.0,12.0,5.0,25.0,265.0,10.0,2216.0
43,,,,C_43,23.0,3.0,7.0,0.0,955.0,10.0,3481.0
44,,,,C_44,11.0,14.0,18.0,167.0,407.0,10.0,1020.0
45,,,,C_45,6.0,38.0,16.0,29.0,269.0,10.0,3026.0
46,,,,C_46,2.0,48.0,1.0,0.0,954.0,10.0,1401.0
47,,,,C_47,8.0,56.0,27.0,0.0,955.0,10.0,1693.0
48,,,,C_48,13.0,52.0,36.0,0.0,962.0,10.0,3649.0
49,,,,C_49,6.0,68.0,30.0,401.0,641.0,10.0,3487.0
50,,,,C_50,47.0,47.0,13.0,0.0,973.0,10.0,1278.0
51,,,,C_51,49.0,58.0,10.0,0.0,963.0,10.0,3478.0
52,,,,C_52,27.0,43.0,9.0,0.0,978.0,10.0,3125.0
53,,,,C_53,37.0,31.0,14.0,332.0,572.0,10.0,3340.0
54,,,,C_54,57.0,29.0,18.0,0.0,967.0,10.0,3877.0
55,,,,C_55,63.0,23.0,2.0,560.0,800.0,10.0,2860.0
56,,,,C_56,53.0,12.0,6.0,519.0,759.0,10.0,2933.0
57,,,,C_57,32.0,12.0,7.0,0.0,966.0,10.0,2539.0
58,,,,C_58,36.0,26.0,18.0,740.0,980.0,10.0,1157.0
59,,,,C_59,21.0,24.0,28.0,0.0,972.0,10.0,1939.0
60,,,,C_60,17.0,34.0,3.0,0.0,971.0,10.0,1022.0
61,,,,C_61,12.0,24.0,13.0,0.0,964.0,10.0,1763.0
62,,,,C_62,24.0,58.0,19.0,113.0,353.0,10.0,2458.0
63,,,,C_63,27.0,69.0,10.0,0.0,955.0,10.0,3165.0
64,,,,C_64,15.0,77.0,9.0,154.0,394.0,10.0,2033.0
65,,,,C_65,62.0,77.0,20.0,49.0,289.0,10.0,2066.0
66,,,,C_66,49.0,73.0,25.0,523.0,763.0,10.0,2379.0
67,,,,C_67,67.0,5.0,25.0,228.0,468.0,10.0,2709.0
68,,,,C_68,56.0,39.0,36.0,575.0,815.0,10.0,945.0
69,,,,C_69,37.0,47.0,6.0,108.0,348.0,10.0,2615.0
70,,,,C_70,37.0,56.0,5.0,728.0,968.0,10.0,3444.0
71,,,,C_71,57.0,68.0,15.0,0.0,950.0,10.0,2331.0
72,,,,C_72,47.0,16.0,25.0,0.0,967.0,10.0,1884.0
73,,,,C_73,44.0,17.0,9.0,0.0,969.0,10.0,3136.0
74,,,,C_74,46.0,13.0,8.0,622.0,862.0,10.0,2860.0
75,,,,C_75,49.0,11.0,18.0,0.0,962.0,10.0,1406.0
76,,,,C_76,49.0,42.0,13.0,212.0,452.0,10.0,1753.0
77,,,,C_77,53.0,43.0,14.0,730.0,970.0,10.0,3858.0
78,,,,C_78,61.0,52.0,3.0,322.0,562.0,10.0,1016.0
79,,,,C_79,57.0,48.0,23.0,307.0,547.0,10.0,3526.0
80,,,,C_80,56.0,37.0,6.0,728.0,968.0,10.0,995.0
81,,,,C_81,55.0,54.0,26.0,0.0,962.0,10.0,1633.0
82,,,,C_82,15.0,47.0,16.0,0.0,966.0,10.0,2162.0
83,,,,C_83,14.0,37.0,11.0,0.0,968.0,10.0,3917.0
84,,,,C_84,11.0,31.0,7.0,354.0,594.0,10.0,1391.0
85,,,,C_85,16.0,22.0,41.0,0.0,966.0,10.0,2112.0
86,,,,C_86,4.0,18.0,35.0,0.0,954.0,10.0,1359.0
87,,,,C_87,28.0,18.0,26.0,314.0,554.0,10.0,2707.0
88,,,,C_88,26.0,52.0,9.0,214.0,454.0,10.0,1529.0
89,,,,C_89,26.0,35.0,15.0,0.0,981.0,10.0,3240.0
90,,,,C_90,31.0,67.0,3.0,0.0,957.0,10.0,1881.0
91,,,,C_91,15.0,19.0,1.0,0.0,964.0,10.0,3465.0
92,,,,C_92,22.0,22.0,2.0,18.0,258.0,10.0,727.0
93,,,,C_93,18.0,24.0,22.0,729.0,969.0,10.0,3709.0
94,,,,C_94,26.0,27.0,27.0,0.0,977.0,10.0,1554.0
95,,,,C_95,25.0,24.0,20.0,0.0,975.0,10.0,1092.0
96,,,,C_96,22.0,27.0,11.0,0.0,974.0,10.0,2205.0
97,,,,C_97,25.0,21.0,12.0,0.0,972.0,10.0,2742.0
98,,,,C_98,19.0,21.0,10.0,0.0,968.0,10.0,2610.0
99,,,,C_99,20.0,26.0,9.0,263.0,503.0,10.0,3393.0
100,,,,C_100,18.0,18.0,17.0,725.0,965.0,10.0,1149.0
