,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R109,25.0,200.0,depart,35.0,35.0,0.0,0.0,230.0,0.0,863.0
1,,,,C_1,41.0,49.0,10.0,133.0,198.0,10.0,590.0
2,,,,C_2,35.0,17.0,7.0,22.0,87.0,10.0,336.0
3,,,,C_3,55.0,45.0,13.0,98.0,143.0,10.0,423.0
4,,,,C_4,55.0,20.0,19.0,123.0,184.0,10.0,707.0
5,,,,C_5,15.0,30.0,26.0,20.0,93.0,10.0,530.0
6,,,,C_6,25.0,30.0,3.0,76.0,131.0,10.0,646.0
7,,,,C_7,20.0,50.0,5.0,61.0,110.0,10.0,748.0
8,,,,C_8,10.0,43.0,9.0,75.0,124.0,10.0,251.0
9,,,,C_9,55.0,60.0,16.0,74.0,129.0,10.0,673.0
10,,,,C_10,30.0,60.0,16.0,107.0,150.0,10.0,571.0
11,,,,C_11,20.0,65.0,12.0,42.0,101.0,10.0,282.0
12,,,,C_12,50.0,35.0,19.0,38.0,97.0,10.0,636.0
13,,,,C_13,30.0,25.0,23.0,131.0,196.0,10.0,617.0
14,,,,C_14,15.0,10.0,20.0,32.0,114.0,10.0,547.0
15,,,,C_15,30.0,5.0,8.0,35.0,96.0,10.0,238.0
16,,,,C_16,10.0,20.0,19.0,52.0,107.0,10.0,280.0
17,,,,C_17,5.0,30.0,2.0,124.0,189.0,10.0,641.0
18,,,,C_18,20.0,40.0,12.0,69.0,114.0,10.0,256.0
19,,,,C_19,15.0,60.0,17.0,52.0,109.0,10.0,593.0
20,,,,C_20,45.0,65.0,9.0,105.0,156.0,10.0,707.0
21,,,,C_21,45.0,20.0,11.0,37.0,96.0,10.0,364.0
22,,,,C_22,45.0,10.0,18.0,76.0,127.0,10.0,613.0
23,,,,C_23,55.0,5.0,29.0,43.0,102.0,10.0,176.0
24,,,,C_24,65.0,35.0,3.0,124.0,190.0,10.0,836.0
25,,,,C_25,65.0,20.0,6.0,121.0,186.0,10.0,261.0
26,,,,C_26,45.0,30.0,17.0,112.0,161.0,10.0,402.0
27,,,,C_27,35.0,40.0,16.0,8.0,75.0,10.0,298.0
28,,,,C_28,41.0,37.0,16.0,11.0,76.0,10.0,87.0
29,,,,C_29,64.0,42.0,9.0,37.0,98.0,10.0,183.0
