,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC208,25.0,1000.0,depart,40.0,50.0,0.0,0.0,960.0,0.0,1804.0
1,,,,C_1,25.0,85.0,20.0,388.0,911.0,10.0,2715.0
2,,,,C_2,22.0,75.0,30.0,30.0,546.0,10.0,2544.0
3,,,,C_3,22.0,85.0,10.0,353.0,708.0,10.0,1258.0
4,,,,C_4,20.0,80.0,40.0,425.0,913.0,10.0,2034.0
5,,,,C_5,20.0,85.0,20.0,40.0,630.0,10.0,2251.0
6,,,,C_6,18.0,75.0,20.0,228.0,667.0,10.0,3388.0
7,,,,C_7,15.0,75.0,20.0,161.0,558.0,10.0,1043.0
8,,,,C_8,15.0,80.0,10.0,229.0,624.0,10.0,2181.0
9,,,,C_9,10.0,35.0,20.0,213.0,648.0,10.0,2205.0
10,,,,C_10,10.0,40.0,30.0,404.0,753.0,10.0,3802.0
11,,,,C_11,8.0,40.0,40.0,33.0,511.0,10.0,2359.0
12,,,,C_12,8.0,45.0,20.0,46.0,519.0,10.0,665.0
13,,,,C_13,5.0,35.0,10.0,395.0,911.0,10.0,1862.0
14,,,,C_14,5.0,45.0,10.0,35.0,697.0,10.0,3790.0
15,,,,C_15,2.0,40.0,20.0,39.0,528.0,10.0,702.0
16,,,,C_16,0.0,40.0,20.0,94.0,535.0,10.0,2240.0
17,,,,C_17,0.0,45.0,20.0,394.0,909.0,10.0,3910.0
18,,,,C_18,44.0,5.0,20.0,218.0,571.0,10.0,2261.0
19,,,,C_19,42.0,10.0,40.0,85.0,542.0,10.0,868.0
20,,,,C_20,42.0,15.0,10.0,391.0,802.0,10.0,2793.0
21,,,,C_21,40.0,5.0,10.0,45.0,517.0,10.0,3243.0
22,,,,C_22,40.0,15.0,40.0,229.0,640.0,10.0,3317.0
23,,,,C_23,38.0,5.0,30.0,45.0,523.0,10.0,3589.0
24,,,,C_24,38.0,15.0,10.0,389.0,914.0,10.0,3225.0
25,,,,C_25,35.0,5.0,20.0,386.0,904.0,10.0,4007.0
26,,,,C_26,95.0,30.0,30.0,389.0,788.0,10.0,2512.0
27,,,,C_27,95.0,35.0,20.0,57.0,600.0,10.0,2180.0
28,,,,C_28,92.0,30.0,10.0,55.0,575.0,10.0,3679.0
29,,,,C_29,90.0,35.0,10.0,52.0,536.0,10.0,2437.0
30,,,,C_30,88.0,30.0,10.0,90.0,521.0,10.0,2936.0
31,,,,C_31,88.0,35.0,20.0,50.0,534.0,10.0,3288.0
32,,,,C_32,87.0,30.0,10.0,425.0,898.0,10.0,1094.0
33,,,,C_33,85.0,25.0,10.0,51.0,602.0,10.0,2890.0
34,,,,C_34,85.0,35.0,30.0,342.0,751.0,10.0,3193.0
35,,,,C_35,67.0,85.0,20.0,410.0,905.0,10.0,3667.0
36,,,,C_36,65.0,85.0,40.0,43.0,617.0,10.0,2858.0
37,,,,C_37,65.0,82.0,10.0,410.0,823.0,10.0,936.0
38,,,,C_38,62.0,80.0,30.0,114.0,561.0,10.0,1755.0
39,,,,C_39,60.0,80.0,10.0,36.0,658.0,10.0,3642.0
40,,,,C_40,60.0,85.0,30.0,191.0,586.0,10.0,2850.0
41,,,,C_41,58.0,75.0,20.0,201.0,670.0,10.0,1355.0
42,,,,C_42,55.0,80.0,10.0,33.0,568.0,10.0,983.0
43,,,,C_43,55.0,85.0,20.0,429.0,838.0,10.0,1911.0
44,,,,C_44,55.0,82.0,10.0,49.0,504.0,10.0,2790.0
45,,,,C_45,20.0,82.0,10.0,37.0,597.0,10.0,849.0
46,,,,C_46,18.0,80.0,10.0,315.0,782.0,10.0,3953.0
47,,,,C_47,2.0,45.0,10.0,38.0,606.0,10.0,2942.0
48,,,,C_48,42.0,5.0,10.0,396.0,904.0,10.0,1105.0
49,,,,C_49,42.0,12.0,10.0,341.0,658.0,10.0,866.0
