,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R101,25.0,200.0,depart,35.0,35.0,0.0,0.0,230.0,0.0,255.0
1,,,,C_1,41.0,49.0,10.0,161.0,171.0,10.0,729.0
2,,,,C_2,35.0,17.0,7.0,50.0,60.0,10.0,276.0
3,,,,C_3,55.0,45.0,13.0,116.0,126.0,10.0,598.0
4,,,,C_4,55.0,20.0,19.0,149.0,159.0,10.0,533.0
5,,,,C_5,15.0,30.0,26.0,34.0,44.0,10.0,380.0
6,,,,C_6,25.0,30.0,3.0,99.0,109.0,10.0,615.0
7,,,,C_7,20.0,50.0,5.0,81.0,91.0,10.0,436.0
8,,,,C_8,10.0,43.0,9.0,95.0,105.0,10.0,546.0
9,,,,C_9,55.0,60.0,16.0,97.0,107.0,10.0,310.0
10,,,,C_10,30.0,60.0,16.0,124.0,134.0,10.0,418.0
11,,,,C_11,20.0,65.0,12.0,67.0,77.0,10.0,406.0
12,,,,C_12,50.0,35.0,19.0,63.0,73.0,10.0,265.0
13,,,,C_13,30.0,25.0,23.0,159.0,169.0,10.0,753.0
14,,,,C_14,15.0,10.0,20.0,32.0,42.0,10.0,170.0
15,,,,C_15,30.0,5.0,8.0,61.0,71.0,10.0,690.0
16,,,,C_16,10.0,20.0,19.0,75.0,85.0,10.0,144.0
17,,,,C_17,5.0,30.0,2.0,157.0,167.0,10.0,489.0
18,,,,C_18,20.0,40.0,12.0,87.0,97.0,10.0,525.0
19,,,,C_19,15.0,60.0,17.0,76.0,86.0,10.0,618.0
20,,,,C_20,45.0,65.0,9.0,126.0,136.0,10.0,483.0
21,,,,C_21,45.0,20.0,11.0,62.0,72.0,10.0,452.0
22,,,,C_22,45.0,10.0,18.0,97.0,107.0,10.0,242.0
23,,,,C_23,55.0,5.0,29.0,68.0,78.0,10.0,186.0
24,,,,C_24,65.0,35.0,3.0,153.0,163.0,10.0,657.0
25,,,,C_25,65.0,20.0,6.0,172.0,182.0,10.0,371.0
26,,,,C_26,45.0,30.0,17.0,132.0,142.0,10.0,760.0
27,,,,C_27,35.0,40.0,16.0,37.0,47.0,10.0,119.0
28,,,,C_28,41.0,37.0,16.0,39.0,49.0,10.0,632.0
29,,,,C_29,64.0,42.0,9.0,63.0,73.0,10.0,699.0
30,,,,C_30,40.0,60.0,21.0,71.0,81.0,10.0,638.0
31,,,,C_31,31.0,52.0,27.0,50.0,60.0,10.0,288.0
32,,,,C_32,35.0,69.0,23.0,141.0,151.0,10.0,621.0
33,,,,C_33,53.0,52.0,11.0,37.0,47.0,10.0,393.0
34,,,,C_34,65.0,55.0,14.0,117.0,127.0,10.0,436.0
35,,,,C_35,63.0,65.0,8.0,143.0,153.0,10.0,725.0
36,,,,C_36,2.0,60.0,5.0,41.0,51.0,10.0,319.0
37,,,,C_37,20.0,20.0,8.0,134.0,144.0,10.0,241.0
38,,,,C_38,5.0,5.0,16.0,83.0,93.0,10.0,657.0
39,,,,C_39,60.0,12.0,31.0,44.0,54.0,10.0,457.0
40,,,,C_40,40.0,25.0,9.0,85.0,95.0,10.0,347.0
41,,,,C_41,42.0,7.0,5.0,97.0,107.0,10.0,120.0
42,,,,C_42,24.0,12.0,5.0,31.0,41.0,10.0,616.0
43,,,,C_43,23.0,3.0,7.0,132.0,142.0,10.0,370.0
44,,,,C_44,11.0,14.0,18.0,69.0,79.0,10.0,126.0
45,,,,C_45,6.0,38.0,16.0,32.0,42.0,10.0,485.0
46,,,,C_46,2.0,48.0,1.0,117.0,127.0,10.0,243.0
47,,,,C_47,8.0,56.0,27.0,51.0,61.0,10.0,268.0
48,,,,C_48,13.0,52.0,36.0,165.0,175.0,10.0,741.0
49,,,,C_49,6.0,68.0,30.0,108.0,118.0,10.0,641.0
50,,,,C_50,47.0,47.0,13.0,124.0,134.0,10.0,656.0
51,,,,C_51,49.0,58.0,10.0,88.0,98.0,10.0,524.0
52,,,,C_52,27.0,43.0,9.0,52.0,62.0,10.0,287.0
53,,,,C_53,37.0,31.0,14.0,95.0,105.0,10.0,470.0
54,,,,C_54,57.0,29.0,18.0,140.0,150.0,10.0,714.0
55,,,,C_55,63.0,23.0,2.0,136.0,146.0,10.0,208.0
56,,,,C_56,53.0,12.0,6.0,130.0,140.0,10.0,368.0
57,,,,C_57,32.0,12.0,7.0,101.0,111.0,10.0,172.0
58,,,,C_58,36.0,26.0,18.0,200.0,210.0,10.0,372.0
59,,,,C_59,21.0,24.0,28.0,18.0,28.0,10.0,545.0
60,,,,C_60,17.0,34.0,3.0,162.0,172.0,10.0,297.0
61,,,,C_61,12.0,24.0,13.0,76.0,86.0,10.0,305.0
62,,,,C_62,24.0,58.0,19.0,58.0,68.0,10.0,95.0
63,,,,C_63,27.0,69.0,10.0,34.0,44.0,10.0,622.0
64,,,,C_64,15.0,77.0,9.0,73.0,83.0,10.0,131.0
65,,,,C_65,62.0,77.0,20.0,51.0,61.0,10.0,264.0
66,,,,C_66,49.0,73.0,25.0,127.0,137.0,10.0,780.0
67,,,,C_67,67.0,5.0,25.0,83.0,93.0,10.0,157.0
68,,,,C_68,56.0,39.0,36.0,142.0,152.0,10.0,695.0
69,,,,C_69,37.0,47.0,6.0,50.0,60.0,10.0,427.0
70,,,,C_70,37.0,56.0,5.0,182.0,192.0,10.0,478.0
71,,,,C_71,57.0,68.0,15.0,77.0,87.0,10.0,431.0
72,,,,C_72,47.0,16.0,25.0,35.0,45.0,10.0,79.0
73,,,,C_73,44.0,17.0,9.0,78.0,88.0,10.0,503.0
74,,,,C_74,46.0,13.0,8.0,149.0,159.0,10.0,716.0
75,,,,C_75,49.0,11.0,18.0,69.0,79.0,10.0,557.0
76,,,,C_76,49.0,42.0,13.0,73.0,83.0,10.0,368.0
77,,,,C_77,53.0,43.0,14.0,179.0,189.0,10.0,479.0
78,,,,C_78,61.0,52.0,3.0,96.0,106.0,10.0,450.0
79,,,,C_79,57.0,48.0,23.0,92.0,102.0,10.0,370.0
80,,,,C_80,56.0,37.0,6.0,182.0,192.0,10.0,283.0
81,,,,C_81,55.0,54.0,26.0,94.0,104.0,10.0,314.0
82,,,,C_82,15.0,47.0,16.0,55.0,65.0,10.0,344.0
83,,,,C_83,14.0,37.0,11.0,44.0,54.0,10.0,359.0
84,,,,C_84,11.0,31.0,7.0,101.0,111.0,10.0,324.0
85,,,,C_85,16.0,22.0,41.0,91.0,101.0,10.0,513.0
86,,,,C_86,4.0,18.0,35.0,94.0,104.0,10.0,615.0
87,,,,C_87,28.0,18.0,26.0,93.0,103.0,10.0,421.0
88,,,,C_88,26.0,52.0,9.0,74.0,84.0,10.0,401.0
89,,,,C_89,26.0,35.0,15.0,176.0,186.0,10.0,263.0
90,,,,C_90,31.0,67.0,3.0,95.0,105.0,10.0,668.0
91,,,,C_91,15.0,19.0,1.0,160.0,170.0,10.0,177.0
92,,,,C_92,22.0,22.0,2.0,18.0,28.0,10.0,346.0
93,,,,C_93,18.0,24.0,22.0,188.0,198.0,10.0,405.0
94,,,,C_94,26.0,27.0,27.0,100.0,110.0,10.0,705.0
95,,,,C_95,25.0,24.0,20.0,39.0,49.0,10.0,173.0
96,,,,C_96,22.0,27.0,11.0,135.0,145.0,10.0,244.0
97,,,,C_97,25.0,21.0,12.0,133.0,143.0,10.0,780.0
98,,,,C_98,19.0,21.0,10.0,58.0,68.0,10.0,649.0
99,,,,C_99,20.0,26.0,9.0,83.0,93.0,10.0,195.0
100,,,,C_100,18.0,18.0,17.0,185.0,195.0,10.0,322.0
