,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C106,25.0,200.0,depart,40.0,50.0,0.0,0.0,1236.0,0.0,2258.0
1,,,,C_1,45.0,68.0,10.0,890.0,989.0,90.0,1038.0
2,,,,C_2,45.0,70.0,30.0,816.0,879.0,90.0,1651.0
3,,,,C_3,42.0,66.0,10.0,55.0,156.0,90.0,572.0
4,,,,C_4,42.0,68.0,10.0,703.0,806.0,90.0,2291.0
5,,,,C_5,42.0,65.0,10.0,15.0,60.0,90.0,97.0
6,,,,C_6,40.0,69.0,20.0,559.0,764.0,90.0,1453.0
7,,,,C_7,40.0,66.0,20.0,172.0,223.0,90.0,894.0
8,,,,C_8,38.0,68.0,20.0,250.0,329.0,90.0,1278.0
9,,,,C_9,38.0,70.0,10.0,489.0,650.0,90.0,1439.0
10,,,,C_10,35.0,66.0,10.0,361.0,406.0,90.0,1593.0
11,,,,C_11,35.0,69.0,10.0,450.0,503.0,90.0,1991.0
12,,,,C_12,25.0,85.0,20.0,647.0,726.0,90.0,2072.0
13,,,,C_13,22.0,75.0,30.0,30.0,95.0,90.0,628.0
14,,,,C_14,22.0,85.0,10.0,571.0,616.0,90.0,1060.0
15,,,,C_15,20.0,80.0,40.0,392.0,421.0,90.0,1532.0
16,,,,C_16,20.0,85.0,40.0,478.0,525.0,90.0,2005.0
17,,,,C_17,18.0,75.0,20.0,105.0,142.0,90.0,737.0
18,,,,C_18,15.0,75.0,20.0,172.0,261.0,90.0,1738.0
19,,,,C_19,15.0,80.0,10.0,274.0,349.0,90.0,1769.0
20,,,,C_20,30.0,50.0,10.0,10.0,77.0,90.0,1539.0
21,,,,C_21,30.0,52.0,20.0,918.0,961.0,90.0,2164.0
22,,,,C_22,28.0,52.0,20.0,806.0,889.0,90.0,1450.0
23,,,,C_23,28.0,55.0,10.0,739.0,770.0,90.0,2031.0
24,,,,C_24,25.0,50.0,10.0,55.0,154.0,90.0,1459.0
25,,,,C_25,25.0,52.0,40.0,172.0,221.0,90.0,453.0
26,,,,C_26,25.0,55.0,10.0,612.0,711.0,90.0,865.0
27,,,,C_27,23.0,52.0,10.0,264.0,313.0,90.0,1031.0
28,,,,C_28,23.0,55.0,20.0,553.0,586.0,90.0,1940.0
29,,,,C_29,20.0,50.0,10.0,365.0,398.0,90.0,1908.0
30,,,,C_30,20.0,55.0,10.0,452.0,501.0,90.0,1798.0
31,,,,C_31,10.0,35.0,20.0,204.0,233.0,90.0,1488.0
32,,,,C_32,10.0,40.0,30.0,31.0,189.0,90.0,1644.0
33,,,,C_33,8.0,40.0,40.0,42.0,203.0,90.0,842.0
34,,,,C_34,8.0,45.0,20.0,715.0,852.0,90.0,1857.0
35,,,,C_35,5.0,35.0,10.0,251.0,376.0,90.0,1006.0
36,,,,C_36,5.0,45.0,10.0,648.0,733.0,90.0,1804.0
37,,,,C_37,2.0,40.0,20.0,365.0,452.0,90.0,1542.0
38,,,,C_38,0.0,40.0,30.0,474.0,527.0,90.0,769.0
39,,,,C_39,0.0,45.0,20.0,541.0,650.0,90.0,789.0
40,,,,C_40,35.0,30.0,10.0,240.0,345.0,90.0,782.0
41,,,,C_41,35.0,32.0,10.0,123.0,278.0,90.0,1773.0
42,,,,C_42,33.0,32.0,20.0,19.0,225.0,90.0,1632.0
43,,,,C_43,33.0,35.0,10.0,16.0,153.0,90.0,1534.0
44,,,,C_44,32.0,30.0,10.0,338.0,433.0,90.0,1780.0
45,,,,C_45,30.0,30.0,10.0,513.0,628.0,90.0,1976.0
46,,,,C_46,30.0,32.0,30.0,415.0,542.0,90.0,1884.0
47,,,,C_47,30.0,35.0,10.0,872.0,1127.0,90.0,2625.0
48,,,,C_48,28.0,30.0,10.0,599.0,726.0,90.0,2032.0
49,,,,C_49,28.0,35.0,10.0,917.0,1126.0,90.0,2613.0
50,,,,C_50,26.0,32.0,10.0,779.0,916.0,90.0,1725.0
51,,,,C_51,25.0,30.0,10.0,695.0,816.0,90.0,1245.0
52,,,,C_52,25.0,35.0,10.0,857.0,1024.0,90.0,1779.0
53,,,,C_53,44.0,5.0,20.0,221.0,412.0,90.0,1910.0
