,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC206,25.0,1000.0,depart,40.0,50.0,0.0,0.0,960.0,0.0,2841.0
1,,,,C_1,25.0,85.0,20.0,613.0,853.0,10.0,3224.0
2,,,,C_2,22.0,75.0,30.0,92.0,332.0,10.0,2385.0
3,,,,C_3,22.0,85.0,10.0,411.0,651.0,10.0,2100.0
4,,,,C_4,20.0,80.0,40.0,584.0,824.0,10.0,3294.0
5,,,,C_5,20.0,85.0,20.0,40.0,280.0,10.0,1159.0
6,,,,C_6,18.0,75.0,20.0,328.0,568.0,10.0,1874.0
7,,,,C_7,15.0,75.0,20.0,240.0,480.0,10.0,3370.0
8,,,,C_8,15.0,80.0,10.0,307.0,547.0,10.0,1512.0
9,,,,C_9,10.0,35.0,20.0,311.0,551.0,10.0,1878.0
10,,,,C_10,10.0,40.0,30.0,459.0,699.0,10.0,3675.0
11,,,,C_11,8.0,40.0,40.0,135.0,375.0,10.0,1172.0
12,,,,C_12,8.0,45.0,20.0,163.0,403.0,10.0,1203.0
13,,,,C_13,5.0,35.0,10.0,593.0,833.0,10.0,2077.0
14,,,,C_14,5.0,45.0,10.0,35.0,275.0,10.0,913.0
15,,,,C_15,2.0,40.0,20.0,114.0,354.0,10.0,2564.0
16,,,,C_16,0.0,40.0,20.0,195.0,435.0,10.0,3648.0
17,,,,C_17,0.0,45.0,20.0,643.0,883.0,10.0,1120.0
18,,,,C_18,44.0,5.0,20.0,275.0,515.0,10.0,2764.0
19,,,,C_19,42.0,10.0,40.0,194.0,434.0,10.0,1031.0
20,,,,C_20,42.0,15.0,10.0,477.0,717.0,10.0,2251.0
21,,,,C_21,40.0,5.0,10.0,155.0,395.0,10.0,885.0
22,,,,C_22,40.0,15.0,40.0,315.0,555.0,10.0,2341.0
23,,,,C_23,38.0,5.0,30.0,141.0,381.0,10.0,3042.0
24,,,,C_24,38.0,15.0,10.0,621.0,861.0,10.0,1277.0
25,,,,C_25,35.0,5.0,20.0,664.0,904.0,10.0,3594.0
26,,,,C_26,95.0,30.0,30.0,469.0,709.0,10.0,793.0
27,,,,C_27,95.0,35.0,20.0,86.0,326.0,10.0,1284.0
28,,,,C_28,92.0,30.0,10.0,89.0,329.0,10.0,577.0
29,,,,C_29,90.0,35.0,10.0,134.0,374.0,10.0,3040.0
30,,,,C_30,88.0,30.0,10.0,186.0,426.0,10.0,3381.0
