,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R205,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,2448.0
1,,,,C_1,41.0,49.0,10.0,658.0,898.0,10.0,2026.0
2,,,,C_2,35.0,17.0,7.0,93.0,333.0,10.0,2341.0
3,,,,C_3,55.0,45.0,13.0,436.0,676.0,10.0,2492.0
4,,,,C_4,55.0,20.0,19.0,620.0,860.0,10.0,1895.0
5,,,,C_5,15.0,30.0,26.0,20.0,260.0,10.0,3047.0
6,,,,C_6,25.0,30.0,3.0,345.0,585.0,10.0,1486.0
7,,,,C_7,20.0,50.0,5.0,251.0,491.0,10.0,2015.0
8,,,,C_8,10.0,43.0,9.0,323.0,563.0,10.0,3110.0
9,,,,C_9,55.0,60.0,16.0,329.0,569.0,10.0,3422.0
10,,,,C_10,30.0,60.0,16.0,485.0,725.0,10.0,3163.0
11,,,,C_11,20.0,65.0,12.0,146.0,386.0,10.0,716.0
12,,,,C_12,50.0,35.0,19.0,167.0,407.0,10.0,2969.0
13,,,,C_13,30.0,25.0,23.0,639.0,879.0,10.0,2996.0
14,,,,C_14,15.0,10.0,20.0,32.0,272.0,10.0,719.0
15,,,,C_15,30.0,5.0,8.0,118.0,358.0,10.0,377.0
16,,,,C_16,10.0,20.0,19.0,203.0,443.0,10.0,2989.0
17,,,,C_17,5.0,30.0,2.0,682.0,922.0,10.0,1104.0
18,,,,C_18,20.0,40.0,12.0,286.0,526.0,10.0,1831.0
19,,,,C_19,15.0,60.0,17.0,204.0,444.0,10.0,1778.0
20,,,,C_20,45.0,65.0,9.0,504.0,744.0,10.0,1119.0
21,,,,C_21,45.0,20.0,11.0,153.0,393.0,10.0,1533.0
22,,,,C_22,45.0,10.0,18.0,332.0,572.0,10.0,3249.0
23,,,,C_23,55.0,5.0,29.0,146.0,386.0,10.0,2908.0
24,,,,C_24,65.0,35.0,3.0,656.0,896.0,10.0,3872.0
25,,,,C_25,65.0,20.0,6.0,716.0,956.0,10.0,2360.0
26,,,,C_26,45.0,30.0,17.0,508.0,748.0,10.0,2834.0
27,,,,C_27,35.0,40.0,16.0,60.0,300.0,10.0,1759.0
28,,,,C_28,41.0,37.0,16.0,65.0,305.0,10.0,2947.0
29,,,,C_29,64.0,42.0,9.0,132.0,372.0,10.0,3346.0
30,,,,C_30,40.0,60.0,21.0,187.0,427.0,10.0,1314.0
31,,,,C_31,31.0,52.0,27.0,94.0,334.0,10.0,1985.0
32,,,,C_32,35.0,69.0,23.0,599.0,839.0,10.0,3012.0
33,,,,C_33,53.0,52.0,11.0,24.0,264.0,10.0,2891.0
34,,,,C_34,65.0,55.0,14.0,452.0,692.0,10.0,1548.0
35,,,,C_35,63.0,65.0,8.0,630.0,870.0,10.0,3152.0
36,,,,C_36,2.0,60.0,5.0,41.0,281.0,10.0,1089.0
37,,,,C_37,20.0,20.0,8.0,530.0,770.0,10.0,3468.0
38,,,,C_38,5.0,5.0,16.0,234.0,474.0,10.0,908.0
39,,,,C_39,60.0,12.0,31.0,33.0,273.0,10.0,2700.0
40,,,,C_40,40.0,25.0,9.0,279.0,519.0,10.0,1725.0
41,,,,C_41,42.0,7.0,5.0,334.0,574.0,10.0,882.0
42,,,,C_42,24.0,12.0,5.0,25.0,265.0,10.0,2936.0
43,,,,C_43,23.0,3.0,7.0,543.0,783.0,10.0,3703.0
44,,,,C_44,11.0,14.0,18.0,167.0,407.0,10.0,2125.0
45,,,,C_45,6.0,38.0,16.0,29.0,269.0,10.0,1126.0
46,,,,C_46,2.0,48.0,1.0,452.0,692.0,10.0,2730.0
47,,,,C_47,8.0,56.0,27.0,48.0,288.0,10.0,1153.0
48,,,,C_48,13.0,52.0,36.0,720.0,960.0,10.0,2288.0
49,,,,C_49,6.0,68.0,30.0,401.0,641.0,10.0,2309.0
50,,,,C_50,47.0,47.0,13.0,475.0,715.0,10.0,1800.0
51,,,,C_51,49.0,58.0,10.0,281.0,521.0,10.0,1750.0
52,,,,C_52,27.0,43.0,9.0,117.0,357.0,10.0,580.0
53,,,,C_53,37.0,31.0,14.0,332.0,572.0,10.0,3496.0
54,,,,C_54,57.0,29.0,18.0,568.0,808.0,10.0,3823.0
55,,,,C_55,63.0,23.0,2.0,560.0,800.0,10.0,1295.0
56,,,,C_56,53.0,12.0,6.0,519.0,759.0,10.0,3072.0
57,,,,C_57,32.0,12.0,7.0,356.0,596.0,10.0,2103.0
58,,,,C_58,36.0,26.0,18.0,740.0,980.0,10.0,3478.0
59,,,,C_59,21.0,24.0,28.0,17.0,257.0,10.0,1206.0
60,,,,C_60,17.0,34.0,3.0,672.0,912.0,10.0,3189.0
61,,,,C_61,12.0,24.0,13.0,214.0,454.0,10.0,2883.0
62,,,,C_62,24.0,58.0,19.0,113.0,353.0,10.0,2018.0
63,,,,C_63,27.0,69.0,10.0,34.0,274.0,10.0,3134.0
64,,,,C_64,15.0,77.0,9.0,154.0,394.0,10.0,1270.0
65,,,,C_65,62.0,77.0,20.0,49.0,289.0,10.0,1259.0
