,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC105,25.0,200.0,depart,40.0,50.0,0.0,0.0,240.0,0.0,540.0
1,,,,C_1,25.0,85.0,20.0,71.0,191.0,10.0,453.0
2,,,,C_2,22.0,75.0,30.0,30.0,150.0,10.0,560.0
3,,,,C_3,22.0,85.0,10.0,64.0,184.0,10.0,751.0
4,,,,C_4,20.0,80.0,40.0,151.0,161.0,10.0,790.0
5,,,,C_5,20.0,85.0,20.0,40.0,160.0,10.0,337.0
6,,,,C_6,18.0,75.0,20.0,96.0,123.0,10.0,562.0
7,,,,C_7,15.0,75.0,20.0,35.0,155.0,10.0,835.0
8,,,,C_8,15.0,80.0,10.0,101.0,111.0,10.0,111.0
9,,,,C_9,10.0,35.0,20.0,101.0,111.0,10.0,175.0
10,,,,C_10,10.0,40.0,30.0,123.0,144.0,10.0,226.0
11,,,,C_11,8.0,40.0,40.0,69.0,79.0,10.0,488.0
12,,,,C_12,8.0,45.0,20.0,32.0,152.0,10.0,706.0
13,,,,C_13,5.0,35.0,10.0,152.0,162.0,10.0,550.0
14,,,,C_14,5.0,45.0,10.0,35.0,117.0,10.0,627.0
15,,,,C_15,2.0,40.0,20.0,68.0,78.0,10.0,409.0
16,,,,C_16,0.0,40.0,20.0,59.0,114.0,10.0,127.0
17,,,,C_17,0.0,45.0,20.0,147.0,180.0,10.0,317.0
18,,,,C_18,44.0,5.0,20.0,79.0,124.0,10.0,246.0
19,,,,C_19,42.0,10.0,40.0,58.0,115.0,10.0,188.0
20,,,,C_20,42.0,15.0,10.0,111.0,162.0,10.0,460.0
21,,,,C_21,40.0,5.0,10.0,45.0,165.0,10.0,301.0
22,,,,C_22,40.0,15.0,40.0,94.0,119.0,10.0,762.0
23,,,,C_23,38.0,5.0,30.0,75.0,85.0,10.0,357.0
24,,,,C_24,38.0,15.0,10.0,128.0,194.0,10.0,571.0
25,,,,C_25,35.0,5.0,20.0,171.0,181.0,10.0,189.0
26,,,,C_26,95.0,30.0,30.0,58.0,171.0,10.0,466.0
27,,,,C_27,95.0,35.0,20.0,60.0,93.0,10.0,705.0
28,,,,C_28,92.0,30.0,10.0,55.0,120.0,10.0,435.0
29,,,,C_29,90.0,35.0,10.0,52.0,112.0,10.0,662.0
30,,,,C_30,88.0,30.0,10.0,75.0,102.0,10.0,235.0
31,,,,C_31,88.0,35.0,20.0,50.0,170.0,10.0,249.0
32,,,,C_32,87.0,30.0,10.0,116.0,175.0,10.0,548.0
33,,,,C_33,85.0,25.0,10.0,51.0,85.0,10.0,669.0
34,,,,C_34,85.0,35.0,30.0,62.0,182.0,10.0,575.0
35,,,,C_35,67.0,85.0,20.0,138.0,169.0,10.0,812.0
36,,,,C_36,65.0,85.0,40.0,43.0,78.0,10.0,189.0
37,,,,C_37,65.0,82.0,10.0,69.0,189.0,10.0,608.0
38,,,,C_38,62.0,80.0,30.0,85.0,95.0,10.0,332.0
39,,,,C_39,60.0,80.0,10.0,36.0,74.0,10.0,728.0
40,,,,C_40,60.0,85.0,30.0,87.0,112.0,10.0,339.0
41,,,,C_41,58.0,75.0,20.0,92.0,121.0,10.0,237.0
42,,,,C_42,55.0,80.0,10.0,33.0,66.0,10.0,138.0
43,,,,C_43,55.0,85.0,20.0,117.0,168.0,10.0,796.0
44,,,,C_44,55.0,82.0,10.0,74.0,84.0,10.0,646.0
45,,,,C_45,20.0,82.0,10.0,37.0,72.0,10.0,98.0
