,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C109,25.0,200.0,depart,40.0,50.0,0.0,0.0,1236.0,0.0,2486.0
1,,,,C_1,45.0,68.0,10.0,760.0,1120.0,90.0,2221.0
2,,,,C_2,45.0,70.0,30.0,668.0,1028.0,90.0,2198.0
3,,,,C_3,42.0,66.0,10.0,16.0,376.0,90.0,1780.0
4,,,,C_4,42.0,68.0,10.0,575.0,935.0,90.0,1087.0
5,,,,C_5,42.0,65.0,10.0,15.0,375.0,90.0,1794.0
6,,,,C_6,40.0,69.0,20.0,482.0,842.0,90.0,1941.0
7,,,,C_7,40.0,66.0,20.0,18.0,378.0,90.0,942.0
8,,,,C_8,38.0,68.0,20.0,110.0,470.0,90.0,820.0
9,,,,C_9,38.0,70.0,10.0,390.0,750.0,90.0,2186.0
10,,,,C_10,35.0,66.0,10.0,204.0,564.0,90.0,970.0
11,,,,C_11,35.0,69.0,10.0,297.0,657.0,90.0,2024.0
12,,,,C_12,25.0,85.0,20.0,507.0,867.0,90.0,940.0
13,,,,C_13,22.0,75.0,30.0,30.0,390.0,90.0,1337.0
14,,,,C_14,22.0,85.0,10.0,414.0,774.0,90.0,1506.0
15,,,,C_15,20.0,80.0,40.0,227.0,587.0,90.0,1087.0
16,,,,C_16,20.0,85.0,40.0,322.0,682.0,90.0,1907.0
17,,,,C_17,18.0,75.0,20.0,33.0,393.0,90.0,1664.0
18,,,,C_18,15.0,75.0,20.0,37.0,397.0,90.0,524.0
19,,,,C_19,15.0,80.0,10.0,132.0,492.0,90.0,542.0
20,,,,C_20,30.0,50.0,10.0,10.0,370.0,90.0,1865.0
21,,,,C_21,30.0,52.0,20.0,760.0,1120.0,90.0,1223.0
22,,,,C_22,28.0,52.0,20.0,668.0,1028.0,90.0,1114.0
23,,,,C_23,28.0,55.0,10.0,575.0,935.0,90.0,1591.0
24,,,,C_24,25.0,50.0,10.0,15.0,375.0,90.0,724.0
25,,,,C_25,25.0,52.0,40.0,17.0,377.0,90.0,1739.0
26,,,,C_26,25.0,55.0,10.0,482.0,842.0,90.0,1409.0
27,,,,C_27,23.0,52.0,10.0,109.0,469.0,90.0,1643.0
28,,,,C_28,23.0,55.0,20.0,390.0,750.0,90.0,1218.0
29,,,,C_29,20.0,50.0,10.0,202.0,562.0,90.0,1837.0
30,,,,C_30,20.0,55.0,10.0,297.0,657.0,90.0,1399.0
31,,,,C_31,10.0,35.0,20.0,39.0,399.0,90.0,1039.0
32,,,,C_32,10.0,40.0,30.0,31.0,391.0,90.0,686.0
33,,,,C_33,8.0,40.0,40.0,33.0,393.0,90.0,1252.0
34,,,,C_34,8.0,45.0,20.0,604.0,964.0,90.0,1998.0
35,,,,C_35,5.0,35.0,10.0,134.0,494.0,90.0,1468.0
36,,,,C_36,5.0,45.0,10.0,511.0,871.0,90.0,1246.0
37,,,,C_37,2.0,40.0,20.0,229.0,589.0,90.0,2009.0
38,,,,C_38,0.0,40.0,30.0,321.0,681.0,90.0,2196.0
