,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R208,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,1703.0
1,,,,C_1,41.0,49.0,10.0,0.0,974.0,10.0,3472.0
2,,,,C_2,35.0,17.0,7.0,0.0,972.0,10.0,1046.0
3,,,,C_3,55.0,45.0,13.0,0.0,967.0,10.0,1670.0
4,,,,C_4,55.0,20.0,19.0,620.0,860.0,10.0,3322.0
5,,,,C_5,15.0,30.0,26.0,0.0,969.0,10.0,3689.0
6,,,,C_6,25.0,30.0,3.0,0.0,978.0,10.0,3685.0
7,,,,C_7,20.0,50.0,5.0,0.0,968.0,10.0,1550.0
8,,,,C_8,10.0,43.0,9.0,323.0,563.0,10.0,585.0
9,,,,C_9,55.0,60.0,16.0,329.0,569.0,10.0,1077.0
10,,,,C_10,30.0,60.0,16.0,0.0,964.0,10.0,1599.0
11,,,,C_11,20.0,65.0,12.0,146.0,386.0,10.0,495.0
12,,,,C_12,50.0,35.0,19.0,0.0,975.0,10.0,2907.0
13,,,,C_13,30.0,25.0,23.0,639.0,879.0,10.0,1397.0
14,,,,C_14,15.0,10.0,20.0,0.0,957.0,10.0,3323.0
15,,,,C_15,30.0,5.0,8.0,118.0,358.0,10.0,760.0
16,,,,C_16,10.0,20.0,19.0,0.0,960.0,10.0,2278.0
17,,,,C_17,5.0,30.0,2.0,0.0,959.0,10.0,1848.0
18,,,,C_18,20.0,40.0,12.0,0.0,974.0,10.0,2662.0
19,,,,C_19,15.0,60.0,17.0,0.0,957.0,10.0,3188.0
20,,,,C_20,45.0,65.0,9.0,0.0,958.0,10.0,3811.0
21,,,,C_21,45.0,20.0,11.0,0.0,971.0,10.0,2754.0
22,,,,C_22,45.0,10.0,18.0,0.0,963.0,10.0,1438.0
23,,,,C_23,55.0,5.0,29.0,146.0,386.0,10.0,3054.0
24,,,,C_24,65.0,35.0,3.0,0.0,960.0,10.0,2560.0
25,,,,C_25,65.0,20.0,6.0,716.0,956.0,10.0,2050.0
26,,,,C_26,45.0,30.0,17.0,0.0,978.0,10.0,3929.0
27,,,,C_27,35.0,40.0,16.0,0.0,985.0,10.0,1112.0
28,,,,C_28,41.0,37.0,16.0,0.0,983.0,10.0,2083.0
29,,,,C_29,64.0,42.0,9.0,0.0,960.0,10.0,1164.0
30,,,,C_30,40.0,60.0,21.0,0.0,964.0,10.0,2253.0
31,,,,C_31,31.0,52.0,27.0,0.0,972.0,10.0,3596.0
32,,,,C_32,35.0,69.0,23.0,0.0,956.0,10.0,3649.0
33,,,,C_33,53.0,52.0,11.0,0.0,965.0,10.0,3421.0
34,,,,C_34,65.0,55.0,14.0,0.0,953.0,10.0,3885.0
35,,,,C_35,63.0,65.0,8.0,0.0,948.0,10.0,2860.0
36,,,,C_36,2.0,60.0,5.0,0.0,948.0,10.0,2563.0
37,,,,C_37,20.0,20.0,8.0,0.0,968.0,10.0,3274.0
38,,,,C_38,5.0,5.0,16.0,234.0,474.0,10.0,683.0
39,,,,C_39,60.0,12.0,31.0,0.0,956.0,10.0,1218.0
40,,,,C_40,40.0,25.0,9.0,0.0,978.0,10.0,3493.0
41,,,,C_41,42.0,7.0,5.0,0.0,961.0,10.0,2596.0
42,,,,C_42,24.0,12.0,5.0,0.0,964.0,10.0,1891.0
43,,,,C_43,23.0,3.0,7.0,0.0,955.0,10.0,2811.0
44,,,,C_44,11.0,14.0,18.0,167.0,407.0,10.0,3016.0
45,,,,C_45,6.0,38.0,16.0,0.0,960.0,10.0,3985.0
46,,,,C_46,2.0,48.0,1.0,0.0,954.0,10.0,1710.0
47,,,,C_47,8.0,56.0,27.0,0.0,955.0,10.0,2033.0
48,,,,C_48,13.0,52.0,36.0,0.0,962.0,10.0,1576.0
49,,,,C_49,6.0,68.0,30.0,0.0,946.0,10.0,3541.0
50,,,,C_50,47.0,47.0,13.0,0.0,973.0,10.0,3733.0
51,,,,C_51,49.0,58.0,10.0,0.0,963.0,10.0,3029.0
52,,,,C_52,27.0,43.0,9.0,0.0,978.0,10.0,2242.0
53,,,,C_53,37.0,31.0,14.0,332.0,572.0,10.0,1307.0
54,,,,C_54,57.0,29.0,18.0,0.0,967.0,10.0,2328.0
55,,,,C_55,63.0,23.0,2.0,560.0,800.0,10.0,922.0
56,,,,C_56,53.0,12.0,6.0,0.0,960.0,10.0,3885.0
57,,,,C_57,32.0,12.0,7.0,0.0,966.0,10.0,3608.0
58,,,,C_58,36.0,26.0,18.0,740.0,980.0,10.0,2781.0
59,,,,C_59,21.0,24.0,28.0,0.0,972.0,10.0,2351.0
60,,,,C_60,17.0,34.0,3.0,0.0,971.0,10.0,3466.0
61,,,,C_61,12.0,24.0,13.0,0.0,964.0,10.0,2018.0
62,,,,C_62,24.0,58.0,19.0,113.0,353.0,10.0,1950.0
