,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC107,25.0,200.0,depart,40.0,50.0,0.0,0.0,240.0,0.0,740.0
1,,,,C_1,25.0,85.0,20.0,125.0,191.0,10.0,877.0
2,,,,C_2,22.0,75.0,30.0,32.0,97.0,10.0,323.0
3,,,,C_3,22.0,85.0,10.0,101.0,146.0,10.0,594.0
4,,,,C_4,20.0,80.0,40.0,71.0,193.0,10.0,455.0
5,,,,C_5,20.0,85.0,20.0,40.0,113.0,10.0,412.0
6,,,,C_6,18.0,75.0,20.0,55.0,164.0,10.0,678.0
7,,,,C_7,15.0,75.0,20.0,69.0,118.0,10.0,694.0
8,,,,C_8,15.0,80.0,10.0,56.0,155.0,10.0,694.0
9,,,,C_9,10.0,35.0,20.0,51.0,160.0,10.0,588.0
10,,,,C_10,10.0,40.0,30.0,90.0,177.0,10.0,378.0
11,,,,C_11,8.0,40.0,40.0,33.0,152.0,10.0,664.0
12,,,,C_12,8.0,45.0,20.0,49.0,108.0,10.0,403.0
13,,,,C_13,5.0,35.0,10.0,62.0,191.0,10.0,581.0
14,,,,C_14,5.0,45.0,10.0,35.0,117.0,10.0,776.0
15,,,,C_15,2.0,40.0,20.0,39.0,161.0,10.0,645.0
16,,,,C_16,0.0,40.0,20.0,59.0,114.0,10.0,606.0
17,,,,C_17,0.0,45.0,20.0,60.0,189.0,10.0,191.0
18,,,,C_18,44.0,5.0,20.0,79.0,124.0,10.0,771.0
19,,,,C_19,42.0,10.0,40.0,58.0,115.0,10.0,449.0
20,,,,C_20,42.0,15.0,10.0,111.0,162.0,10.0,433.0
21,,,,C_21,40.0,5.0,10.0,52.0,111.0,10.0,170.0
22,,,,C_22,40.0,15.0,40.0,55.0,158.0,10.0,835.0
23,,,,C_23,38.0,5.0,30.0,45.0,164.0,10.0,302.0
24,,,,C_24,38.0,15.0,10.0,128.0,194.0,10.0,428.0
25,,,,C_25,35.0,5.0,20.0,54.0,184.0,10.0,671.0
26,,,,C_26,95.0,30.0,30.0,105.0,154.0,10.0,833.0
27,,,,C_27,95.0,35.0,20.0,57.0,172.0,10.0,564.0
28,,,,C_28,92.0,30.0,10.0,55.0,120.0,10.0,207.0
29,,,,C_29,90.0,35.0,10.0,52.0,112.0,10.0,496.0
30,,,,C_30,88.0,30.0,10.0,52.0,159.0,10.0,325.0
31,,,,C_31,88.0,35.0,20.0,50.0,110.0,10.0,361.0
32,,,,C_32,87.0,30.0,10.0,116.0,175.0,10.0,189.0
33,,,,C_33,85.0,25.0,10.0,51.0,178.0,10.0,402.0
34,,,,C_34,85.0,35.0,30.0,100.0,151.0,10.0,266.0
35,,,,C_35,67.0,85.0,20.0,61.0,185.0,10.0,470.0
36,,,,C_36,65.0,85.0,40.0,43.0,186.0,10.0,348.0
37,,,,C_37,65.0,82.0,10.0,113.0,164.0,10.0,699.0
38,,,,C_38,62.0,80.0,30.0,37.0,148.0,10.0,534.0
39,,,,C_39,60.0,80.0,10.0,36.0,191.0,10.0,497.0
40,,,,C_40,60.0,85.0,30.0,50.0,149.0,10.0,180.0
41,,,,C_41,58.0,75.0,20.0,48.0,165.0,10.0,698.0
42,,,,C_42,55.0,80.0,10.0,33.0,166.0,10.0,760.0
43,,,,C_43,55.0,85.0,20.0,117.0,168.0,10.0,404.0
44,,,,C_44,55.0,82.0,10.0,35.0,148.0,10.0,514.0
45,,,,C_45,20.0,82.0,10.0,37.0,177.0,10.0,452.0
46,,,,C_46,18.0,80.0,10.0,98.0,157.0,10.0,730.0
47,,,,C_47,2.0,45.0,10.0,38.0,109.0,10.0,389.0
48,,,,C_48,42.0,5.0,10.0,120.0,184.0,10.0,477.0
49,,,,C_49,42.0,12.0,10.0,79.0,158.0,10.0,271.0
50,,,,C_50,72.0,35.0,30.0,104.0,157.0,10.0,716.0
51,,,,C_51,55.0,20.0,19.0,69.0,126.0,10.0,335.0
52,,,,C_52,25.0,30.0,3.0,36.0,97.0,10.0,430.0
53,,,,C_53,20.0,50.0,5.0,57.0,154.0,10.0,698.0
54,,,,C_54,55.0,60.0,16.0,127.0,180.0,10.0,810.0
55,,,,C_55,30.0,60.0,16.0,95.0,214.0,10.0,822.0
56,,,,C_56,50.0,35.0,19.0,88.0,201.0,10.0,418.0
57,,,,C_57,30.0,25.0,23.0,82.0,139.0,10.0,434.0
