,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC203,25.0,1000.0,depart,40.0,50.0,0.0,0.0,960.0,0.0,3279.0
1,,,,C_1,25.0,85.0,20.0,0.0,911.0,10.0,1249.0
2,,,,C_2,22.0,75.0,30.0,0.0,919.0,10.0,2474.0
3,,,,C_3,22.0,85.0,10.0,0.0,910.0,10.0,2747.0
4,,,,C_4,20.0,80.0,40.0,644.0,764.0,10.0,2015.0
5,,,,C_5,20.0,85.0,20.0,0.0,909.0,10.0,1184.0
6,,,,C_6,18.0,75.0,20.0,388.0,508.0,10.0,870.0
7,,,,C_7,15.0,75.0,20.0,0.0,914.0,10.0,1286.0
8,,,,C_8,15.0,80.0,10.0,367.0,487.0,10.0,1607.0
9,,,,C_9,10.0,35.0,20.0,371.0,491.0,10.0,1531.0
10,,,,C_10,10.0,40.0,30.0,519.0,639.0,10.0,1767.0
11,,,,C_11,8.0,40.0,40.0,195.0,315.0,10.0,1629.0
12,,,,C_12,8.0,45.0,20.0,0.0,917.0,10.0,4133.0
13,,,,C_13,5.0,35.0,10.0,653.0,773.0,10.0,1580.0
14,,,,C_14,5.0,45.0,10.0,0.0,914.0,10.0,3512.0
15,,,,C_15,2.0,40.0,20.0,174.0,294.0,10.0,506.0
16,,,,C_16,0.0,40.0,20.0,0.0,908.0,10.0,3012.0
17,,,,C_17,0.0,45.0,20.0,703.0,823.0,10.0,1655.0
18,,,,C_18,44.0,5.0,20.0,0.0,904.0,10.0,2277.0
19,,,,C_19,42.0,10.0,40.0,0.0,909.0,10.0,2537.0
20,,,,C_20,42.0,15.0,10.0,0.0,914.0,10.0,1180.0
21,,,,C_21,40.0,5.0,10.0,0.0,905.0,10.0,1343.0
22,,,,C_22,40.0,15.0,40.0,375.0,495.0,10.0,2376.0
23,,,,C_23,38.0,5.0,30.0,201.0,321.0,10.0,390.0
24,,,,C_24,38.0,15.0,10.0,0.0,914.0,10.0,1200.0
25,,,,C_25,35.0,5.0,20.0,784.0,904.0,10.0,2938.0
26,,,,C_26,95.0,30.0,30.0,0.0,891.0,10.0,2075.0
27,,,,C_27,95.0,35.0,20.0,146.0,266.0,10.0,410.0
28,,,,C_28,92.0,30.0,10.0,0.0,894.0,10.0,2430.0
29,,,,C_29,90.0,35.0,10.0,0.0,897.0,10.0,2394.0
30,,,,C_30,88.0,30.0,10.0,246.0,366.0,10.0,2779.0
31,,,,C_31,88.0,35.0,20.0,0.0,899.0,10.0,1867.0
32,,,,C_32,87.0,30.0,10.0,0.0,898.0,10.0,1403.0
33,,,,C_33,85.0,25.0,10.0,80.0,200.0,10.0,563.0
34,,,,C_34,85.0,35.0,30.0,0.0,902.0,10.0,1290.0
35,,,,C_35,67.0,85.0,20.0,657.0,777.0,10.0,1633.0
36,,,,C_36,65.0,85.0,40.0,43.0,163.0,10.0,1390.0
37,,,,C_37,65.0,82.0,10.0,0.0,909.0,10.0,3839.0
38,,,,C_38,62.0,80.0,30.0,278.0,398.0,10.0,2437.0
39,,,,C_39,60.0,80.0,10.0,64.0,184.0,10.0,1154.0
40,,,,C_40,60.0,85.0,30.0,329.0,449.0,10.0,2581.0
41,,,,C_41,58.0,75.0,20.0,376.0,496.0,10.0,2786.0
42,,,,C_42,55.0,80.0,10.0,33.0,153.0,10.0,2667.0
43,,,,C_43,55.0,85.0,20.0,0.0,911.0,10.0,3170.0
44,,,,C_44,55.0,82.0,10.0,217.0,337.0,10.0,3407.0
45,,,,C_45,20.0,82.0,10.0,37.0,157.0,10.0,1826.0
46,,,,C_46,18.0,80.0,10.0,0.0,912.0,10.0,1632.0
47,,,,C_47,2.0,45.0,10.0,0.0,911.0,10.0,1380.0
48,,,,C_48,42.0,5.0,10.0,0.0,904.0,10.0,1358.0
49,,,,C_49,42.0,12.0,10.0,440.0,560.0,10.0,891.0
50,,,,C_50,72.0,35.0,30.0,0.0,914.0,10.0,2835.0
51,,,,C_51,55.0,20.0,19.0,0.0,916.0,10.0,1322.0
52,,,,C_52,25.0,30.0,3.0,0.0,925.0,10.0,2264.0
53,,,,C_53,20.0,50.0,5.0,375.0,495.0,10.0,2486.0
54,,,,C_54,55.0,60.0,16.0,0.0,931.0,10.0,2035.0
55,,,,C_55,30.0,60.0,16.0,599.0,719.0,10.0,3478.0
56,,,,C_56,50.0,35.0,19.0,557.0,677.0,10.0,3223.0
57,,,,C_57,30.0,25.0,23.0,0.0,923.0,10.0,2677.0
58,,,,C_58,15.0,10.0,20.0,782.0,902.0,10.0,2429.0
59,,,,C_59,10.0,20.0,19.0,0.0,907.0,10.0,1991.0
60,,,,C_60,15.0,60.0,17.0,0.0,923.0,10.0,3205.0
61,,,,C_61,45.0,65.0,9.0,0.0,934.0,10.0,3083.0
62,,,,C_62,65.0,35.0,3.0,167.0,287.0,10.0,2318.0
63,,,,C_63,65.0,20.0,6.0,0.0,910.0,10.0,1198.0
64,,,,C_64,45.0,30.0,17.0,191.0,311.0,10.0,516.0
65,,,,C_65,35.0,40.0,16.0,11.0,131.0,10.0,3343.0
66,,,,C_66,41.0,37.0,16.0,566.0,686.0,10.0,1079.0
67,,,,C_67,64.0,42.0,9.0,268.0,388.0,10.0,2375.0
68,,,,C_68,40.0,60.0,21.0,612.0,732.0,10.0,2770.0
69,,,,C_69,31.0,52.0,27.0,157.0,277.0,10.0,3417.0
70,,,,C_70,35.0,69.0,23.0,810.0,930.0,10.0,1287.0
71,,,,C_71,65.0,55.0,14.0,0.0,924.0,10.0,3754.0
72,,,,C_72,63.0,65.0,8.0,0.0,922.0,10.0,3637.0
73,,,,C_73,2.0,60.0,5.0,0.0,910.0,10.0,1170.0
74,,,,C_74,20.0,20.0,8.0,645.0,765.0,10.0,2391.0
75,,,,C_75,5.0,5.0,16.0,0.0,892.0,10.0,3544.0
76,,,,C_76,60.0,12.0,31.0,268.0,388.0,10.0,2188.0
