,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C206,25.0,700.0,depart,40.0,50.0,0.0,0.0,3390.0,0.0,6961.0
1,,,,C_1,52.0,75.0,10.0,213.0,568.0,90.0,1903.0
2,,,,C_2,45.0,70.0,30.0,22.0,563.0,90.0,1864.0
3,,,,C_3,62.0,69.0,10.0,1030.0,1463.0,90.0,5390.0
4,,,,C_4,60.0,66.0,10.0,1154.0,1527.0,90.0,3131.0
5,,,,C_5,42.0,65.0,10.0,15.0,402.0,90.0,2119.0
6,,,,C_6,16.0,42.0,20.0,331.0,822.0,90.0,842.0
7,,,,C_7,58.0,70.0,20.0,965.0,1340.0,90.0,1790.0
8,,,,C_8,34.0,60.0,20.0,2653.0,3280.0,90.0,3849.0
9,,,,C_9,28.0,70.0,10.0,2385.0,2976.0,90.0,6340.0
10,,,,C_10,35.0,66.0,10.0,2628.0,3113.0,90.0,6559.0
11,,,,C_11,35.0,69.0,10.0,2603.0,2952.0,90.0,6570.0
12,,,,C_12,25.0,85.0,20.0,1985.0,2412.0,90.0,7512.0
13,,,,C_13,22.0,75.0,30.0,2310.0,2659.0,90.0,6136.0
14,,,,C_14,22.0,85.0,10.0,1846.0,2365.0,90.0,3237.0
15,,,,C_15,20.0,80.0,40.0,2077.0,2514.0,90.0,6306.0
16,,,,C_16,20.0,85.0,40.0,1763.0,2264.0,90.0,6966.0
17,,,,C_17,18.0,75.0,20.0,2143.0,2638.0,90.0,6278.0
18,,,,C_18,15.0,75.0,20.0,1560.0,2083.0,90.0,3996.0
19,,,,C_19,15.0,80.0,10.0,1689.0,2144.0,90.0,3671.0
20,,,,C_20,30.0,50.0,10.0,10.0,645.0,90.0,1135.0
21,,,,C_21,30.0,56.0,20.0,2675.0,3288.0,90.0,4623.0
22,,,,C_22,28.0,52.0,20.0,12.0,505.0,90.0,622.0
23,,,,C_23,14.0,66.0,10.0,1519.0,1926.0,90.0,3076.0
24,,,,C_24,25.0,50.0,10.0,23.0,368.0,90.0,2871.0
25,,,,C_25,22.0,66.0,40.0,2380.0,2787.0,90.0,6492.0
26,,,,C_26,8.0,62.0,10.0,1330.0,1919.0,90.0,2090.0
