,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R107,25.0,200.0,depart,35.0,35.0,0.0,0.0,230.0,0.0,570.0
1,,,,C_1,41.0,49.0,10.0,0.0,204.0,10.0,280.0
2,,,,C_2,35.0,17.0,7.0,0.0,202.0,10.0,512.0
3,,,,C_3,55.0,45.0,13.0,0.0,197.0,10.0,566.0
4,,,,C_4,55.0,20.0,19.0,139.0,169.0,10.0,730.0
5,,,,C_5,15.0,30.0,26.0,0.0,199.0,10.0,596.0
6,,,,C_6,25.0,30.0,3.0,89.0,119.0,10.0,451.0
7,,,,C_7,20.0,50.0,5.0,0.0,198.0,10.0,367.0
8,,,,C_8,10.0,43.0,9.0,85.0,115.0,10.0,309.0
9,,,,C_9,55.0,60.0,16.0,87.0,117.0,10.0,634.0
10,,,,C_10,30.0,60.0,16.0,114.0,144.0,10.0,475.0
11,,,,C_11,20.0,65.0,12.0,57.0,87.0,10.0,448.0
12,,,,C_12,50.0,35.0,19.0,0.0,205.0,10.0,845.0
13,,,,C_13,30.0,25.0,23.0,149.0,179.0,10.0,787.0
14,,,,C_14,15.0,10.0,20.0,0.0,187.0,10.0,199.0
15,,,,C_15,30.0,5.0,8.0,51.0,81.0,10.0,374.0
16,,,,C_16,10.0,20.0,19.0,0.0,190.0,10.0,327.0
17,,,,C_17,5.0,30.0,2.0,147.0,177.0,10.0,295.0
18,,,,C_18,20.0,40.0,12.0,0.0,204.0,10.0,373.0
19,,,,C_19,15.0,60.0,17.0,0.0,187.0,10.0,824.0
20,,,,C_20,45.0,65.0,9.0,0.0,188.0,10.0,738.0
21,,,,C_21,45.0,20.0,11.0,0.0,201.0,10.0,356.0
22,,,,C_22,45.0,10.0,18.0,87.0,117.0,10.0,711.0
23,,,,C_23,55.0,5.0,29.0,58.0,88.0,10.0,251.0
24,,,,C_24,65.0,35.0,3.0,0.0,190.0,10.0,302.0
25,,,,C_25,65.0,20.0,6.0,156.0,186.0,10.0,572.0
26,,,,C_26,45.0,30.0,17.0,0.0,208.0,10.0,415.0
27,,,,C_27,35.0,40.0,16.0,27.0,57.0,10.0,556.0
28,,,,C_28,41.0,37.0,16.0,0.0,213.0,10.0,544.0
29,,,,C_29,64.0,42.0,9.0,0.0,190.0,10.0,823.0
30,,,,C_30,40.0,60.0,21.0,61.0,91.0,10.0,591.0
31,,,,C_31,31.0,52.0,27.0,0.0,202.0,10.0,260.0
32,,,,C_32,35.0,69.0,23.0,0.0,186.0,10.0,518.0
33,,,,C_33,53.0,52.0,11.0,27.0,57.0,10.0,311.0
34,,,,C_34,65.0,55.0,14.0,0.0,183.0,10.0,522.0
35,,,,C_35,63.0,65.0,8.0,133.0,163.0,10.0,765.0
36,,,,C_36,2.0,60.0,5.0,41.0,71.0,10.0,267.0
37,,,,C_37,20.0,20.0,8.0,0.0,198.0,10.0,313.0
38,,,,C_38,5.0,5.0,16.0,73.0,103.0,10.0,556.0
39,,,,C_39,60.0,12.0,31.0,34.0,64.0,10.0,458.0
40,,,,C_40,40.0,25.0,9.0,75.0,105.0,10.0,455.0
41,,,,C_41,42.0,7.0,5.0,87.0,117.0,10.0,391.0
42,,,,C_42,24.0,12.0,5.0,25.0,55.0,10.0,565.0
43,,,,C_43,23.0,3.0,7.0,0.0,185.0,10.0,706.0
44,,,,C_44,11.0,14.0,18.0,59.0,89.0,10.0,293.0
45,,,,C_45,6.0,38.0,16.0,29.0,59.0,10.0,582.0
46,,,,C_46,2.0,48.0,1.0,0.0,184.0,10.0,194.0
47,,,,C_47,8.0,56.0,27.0,0.0,185.0,10.0,560.0
48,,,,C_48,13.0,52.0,36.0,0.0,192.0,10.0,272.0
49,,,,C_49,6.0,68.0,30.0,98.0,128.0,10.0,471.0
50,,,,C_50,47.0,47.0,13.0,0.0,203.0,10.0,645.0
51,,,,C_51,49.0,58.0,10.0,0.0,193.0,10.0,248.0
52,,,,C_52,27.0,43.0,9.0,0.0,208.0,10.0,368.0
53,,,,C_53,37.0,31.0,14.0,85.0,115.0,10.0,116.0
54,,,,C_54,57.0,29.0,18.0,0.0,197.0,10.0,446.0
55,,,,C_55,63.0,23.0,2.0,126.0,156.0,10.0,227.0
56,,,,C_56,53.0,12.0,6.0,120.0,150.0,10.0,261.0
57,,,,C_57,32.0,12.0,7.0,0.0,196.0,10.0,344.0
58,,,,C_58,36.0,26.0,18.0,180.0,210.0,10.0,346.0
59,,,,C_59,21.0,24.0,28.0,0.0,202.0,10.0,381.0
60,,,,C_60,17.0,34.0,3.0,0.0,201.0,10.0,683.0
61,,,,C_61,12.0,24.0,13.0,0.0,194.0,10.0,222.0
62,,,,C_62,24.0,58.0,19.0,48.0,78.0,10.0,172.0
63,,,,C_63,27.0,69.0,10.0,0.0,185.0,10.0,628.0
64,,,,C_64,15.0,77.0,9.0,63.0,93.0,10.0,303.0
65,,,,C_65,62.0,77.0,20.0,49.0,79.0,10.0,168.0
66,,,,C_66,49.0,73.0,25.0,117.0,147.0,10.0,646.0
67,,,,C_67,67.0,5.0,25.0,73.0,103.0,10.0,457.0
68,,,,C_68,56.0,39.0,36.0,132.0,162.0,10.0,592.0
69,,,,C_69,37.0,47.0,6.0,40.0,70.0,10.0,633.0
70,,,,C_70,37.0,56.0,5.0,168.0,198.0,10.0,274.0
71,,,,C_71,57.0,68.0,15.0,0.0,180.0,10.0,589.0
72,,,,C_72,47.0,16.0,25.0,0.0,197.0,10.0,412.0
73,,,,C_73,44.0,17.0,9.0,0.0,199.0,10.0,594.0
74,,,,C_74,46.0,13.0,8.0,139.0,169.0,10.0,654.0
75,,,,C_75,49.0,11.0,18.0,0.0,192.0,10.0,346.0
76,,,,C_76,49.0,42.0,13.0,63.0,93.0,10.0,555.0
77,,,,C_77,53.0,43.0,14.0,169.0,199.0,10.0,313.0
78,,,,C_78,61.0,52.0,3.0,86.0,116.0,10.0,369.0
79,,,,C_79,57.0,48.0,23.0,82.0,112.0,10.0,716.0
80,,,,C_80,56.0,37.0,6.0,168.0,198.0,10.0,822.0
81,,,,C_81,55.0,54.0,26.0,0.0,192.0,10.0,393.0
82,,,,C_82,15.0,47.0,16.0,0.0,196.0,10.0,772.0
83,,,,C_83,14.0,37.0,11.0,0.0,198.0,10.0,564.0
84,,,,C_84,11.0,31.0,7.0,91.0,121.0,10.0,417.0
85,,,,C_85,16.0,22.0,41.0,0.0,196.0,10.0,772.0
86,,,,C_86,4.0,18.0,35.0,0.0,184.0,10.0,362.0
87,,,,C_87,28.0,18.0,26.0,83.0,113.0,10.0,189.0
88,,,,C_88,26.0,52.0,9.0,64.0,94.0,10.0,458.0
89,,,,C_89,26.0,35.0,15.0,0.0,211.0,10.0,412.0
90,,,,C_90,31.0,67.0,3.0,0.0,187.0,10.0,274.0
91,,,,C_91,15.0,19.0,1.0,0.0,194.0,10.0,368.0
92,,,,C_92,22.0,22.0,2.0,18.0,48.0,10.0,265.0
93,,,,C_93,18.0,24.0,22.0,169.0,199.0,10.0,349.0
94,,,,C_94,26.0,27.0,27.0,0.0,207.0,10.0,651.0
95,,,,C_95,25.0,24.0,20.0,0.0,205.0,10.0,726.0
96,,,,C_96,22.0,27.0,11.0,0.0,204.0,10.0,380.0
97,,,,C_97,25.0,21.0,12.0,0.0,202.0,10.0,376.0
98,,,,C_98,19.0,21.0,10.0,0.0,198.0,10.0,333.0
99,,,,C_99,20.0,26.0,9.0,73.0,103.0,10.0,532.0
100,,,,C_100,18.0,18.0,17.0,165.0,195.0,10.0,400.0
