,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C101,25.0,200.0,depart,40.0,50.0,0.0,0.0,1236.0,0.0,1573.0
1,,,,C_1,45.0,68.0,10.0,912.0,967.0,90.0,1257.0
2,,,,C_2,45.0,70.0,30.0,825.0,870.0,90.0,2336.0
3,,,,C_3,42.0,66.0,10.0,65.0,146.0,90.0,1473.0
4,,,,C_4,42.0,68.0,10.0,727.0,782.0,90.0,971.0
5,,,,C_5,42.0,65.0,10.0,15.0,67.0,90.0,834.0
6,,,,C_6,40.0,69.0,20.0,621.0,702.0,90.0,1710.0
7,,,,C_7,40.0,66.0,20.0,170.0,225.0,90.0,1004.0
8,,,,C_8,38.0,68.0,20.0,255.0,324.0,90.0,1704.0
9,,,,C_9,38.0,70.0,10.0,534.0,605.0,90.0,1943.0
10,,,,C_10,35.0,66.0,10.0,357.0,410.0,90.0,1576.0
11,,,,C_11,35.0,69.0,10.0,448.0,505.0,90.0,1805.0
12,,,,C_12,25.0,85.0,20.0,652.0,721.0,90.0,1618.0
13,,,,C_13,22.0,75.0,30.0,30.0,92.0,90.0,439.0
14,,,,C_14,22.0,85.0,10.0,567.0,620.0,90.0,1439.0
15,,,,C_15,20.0,80.0,40.0,384.0,429.0,90.0,1623.0
16,,,,C_16,20.0,85.0,40.0,475.0,528.0,90.0,2025.0
17,,,,C_17,18.0,75.0,20.0,99.0,148.0,90.0,1149.0
18,,,,C_18,15.0,75.0,20.0,179.0,254.0,90.0,648.0
19,,,,C_19,15.0,80.0,10.0,278.0,345.0,90.0,1540.0
20,,,,C_20,30.0,50.0,10.0,10.0,73.0,90.0,561.0
21,,,,C_21,30.0,52.0,20.0,914.0,965.0,90.0,1702.0
22,,,,C_22,28.0,52.0,20.0,812.0,883.0,90.0,1219.0
23,,,,C_23,28.0,55.0,10.0,732.0,777.0,90.0,1056.0
24,,,,C_24,25.0,50.0,10.0,65.0,144.0,90.0,1094.0
25,,,,C_25,25.0,52.0,40.0,169.0,224.0,90.0,1312.0
26,,,,C_26,25.0,55.0,10.0,622.0,701.0,90.0,1227.0
27,,,,C_27,23.0,52.0,10.0,261.0,316.0,90.0,1711.0
28,,,,C_28,23.0,55.0,20.0,546.0,593.0,90.0,1803.0
29,,,,C_29,20.0,50.0,10.0,358.0,405.0,90.0,1206.0
30,,,,C_30,20.0,55.0,10.0,449.0,504.0,90.0,1603.0
31,,,,C_31,10.0,35.0,20.0,200.0,237.0,90.0,1735.0
32,,,,C_32,10.0,40.0,30.0,31.0,100.0,90.0,415.0
33,,,,C_33,8.0,40.0,40.0,87.0,158.0,90.0,224.0
34,,,,C_34,8.0,45.0,20.0,751.0,816.0,90.0,2202.0
35,,,,C_35,5.0,35.0,10.0,283.0,344.0,90.0,608.0
36,,,,C_36,5.0,45.0,10.0,665.0,716.0,90.0,1561.0
37,,,,C_37,2.0,40.0,20.0,383.0,434.0,90.0,1672.0
38,,,,C_38,0.0,40.0,30.0,479.0,522.0,90.0,1520.0
39,,,,C_39,0.0,45.0,20.0,567.0,624.0,90.0,1390.0
40,,,,C_40,35.0,30.0,10.0,264.0,321.0,90.0,1325.0
41,,,,C_41,35.0,32.0,10.0,166.0,235.0,90.0,717.0
42,,,,C_42,33.0,32.0,20.0,68.0,149.0,90.0,1274.0
43,,,,C_43,33.0,35.0,10.0,16.0,80.0,90.0,877.0
44,,,,C_44,32.0,30.0,10.0,359.0,412.0,90.0,542.0
45,,,,C_45,30.0,30.0,10.0,541.0,600.0,90.0,932.0
46,,,,C_46,30.0,32.0,30.0,448.0,509.0,90.0,1800.0
47,,,,C_47,30.0,35.0,10.0,1054.0,1127.0,90.0,2631.0
48,,,,C_48,28.0,30.0,10.0,632.0,693.0,90.0,2180.0
49,,,,C_49,28.0,35.0,10.0,1001.0,1066.0,90.0,1599.0
50,,,,C_50,26.0,32.0,10.0,815.0,880.0,90.0,2103.0
51,,,,C_51,25.0,30.0,10.0,725.0,786.0,90.0,1648.0
52,,,,C_52,25.0,35.0,10.0,912.0,969.0,90.0,2004.0
53,,,,C_53,44.0,5.0,20.0,286.0,347.0,90.0,476.0
54,,,,C_54,42.0,10.0,40.0,186.0,257.0,90.0,1665.0
55,,,,C_55,42.0,15.0,10.0,95.0,158.0,90.0,645.0
56,,,,C_56,40.0,5.0,30.0,385.0,436.0,90.0,1897.0
57,,,,C_57,40.0,15.0,40.0,35.0,87.0,90.0,468.0
58,,,,C_58,38.0,5.0,30.0,471.0,534.0,90.0,674.0
59,,,,C_59,38.0,15.0,10.0,651.0,740.0,90.0,2102.0
60,,,,C_60,35.0,5.0,20.0,562.0,629.0,90.0,1551.0
61,,,,C_61,50.0,30.0,10.0,531.0,610.0,90.0,710.0
62,,,,C_62,50.0,35.0,20.0,262.0,317.0,90.0,619.0
63,,,,C_63,50.0,40.0,50.0,171.0,218.0,90.0,239.0
64,,,,C_64,48.0,30.0,10.0,632.0,693.0,90.0,1189.0
65,,,,C_65,48.0,40.0,10.0,76.0,129.0,90.0,1514.0
66,,,,C_66,47.0,35.0,10.0,826.0,875.0,90.0,2273.0
67,,,,C_67,47.0,40.0,10.0,12.0,77.0,90.0,1416.0
68,,,,C_68,45.0,30.0,10.0,734.0,777.0,90.0,1827.0
69,,,,C_69,45.0,35.0,10.0,916.0,969.0,90.0,2083.0
70,,,,C_70,95.0,30.0,30.0,387.0,456.0,90.0,1834.0
71,,,,C_71,95.0,35.0,20.0,293.0,360.0,90.0,1391.0
72,,,,C_72,53.0,30.0,10.0,450.0,505.0,90.0,1596.0
73,,,,C_73,92.0,30.0,10.0,478.0,551.0,90.0,894.0
74,,,,C_74,53.0,35.0,50.0,353.0,412.0,90.0,765.0
75,,,,C_75,45.0,65.0,20.0,997.0,1068.0,90.0,2149.0
76,,,,C_76,90.0,35.0,10.0,203.0,260.0,90.0,1308.0
77,,,,C_77,88.0,30.0,10.0,574.0,643.0,90.0,2094.0
78,,,,C_78,88.0,35.0,20.0,109.0,170.0,90.0,449.0
79,,,,C_79,87.0,30.0,10.0,668.0,731.0,90.0,1317.0
