,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC106,25.0,200.0,depart,40.0,50.0,0.0,0.0,240.0,0.0,880.0
1,,,,C_1,25.0,85.0,20.0,130.0,190.0,10.0,731.0
2,,,,C_2,22.0,75.0,30.0,35.0,95.0,10.0,169.0
3,,,,C_3,22.0,85.0,10.0,94.0,154.0,10.0,165.0
4,,,,C_4,20.0,80.0,40.0,126.0,186.0,10.0,289.0
5,,,,C_5,20.0,85.0,20.0,40.0,100.0,10.0,578.0
6,,,,C_6,18.0,75.0,20.0,80.0,140.0,10.0,381.0
7,,,,C_7,15.0,75.0,20.0,64.0,124.0,10.0,748.0
8,,,,C_8,15.0,80.0,10.0,76.0,136.0,10.0,239.0
9,,,,C_9,10.0,35.0,20.0,76.0,136.0,10.0,488.0
10,,,,C_10,10.0,40.0,30.0,104.0,164.0,10.0,826.0
11,,,,C_11,8.0,40.0,40.0,44.0,104.0,10.0,744.0
12,,,,C_12,8.0,45.0,20.0,49.0,109.0,10.0,567.0
13,,,,C_13,5.0,35.0,10.0,127.0,187.0,10.0,561.0
14,,,,C_14,5.0,45.0,10.0,35.0,95.0,10.0,364.0
15,,,,C_15,2.0,40.0,20.0,43.0,103.0,10.0,349.0
16,,,,C_16,0.0,40.0,20.0,57.0,117.0,10.0,240.0
17,,,,C_17,0.0,45.0,20.0,129.0,189.0,10.0,492.0
18,,,,C_18,44.0,5.0,20.0,72.0,132.0,10.0,368.0
19,,,,C_19,42.0,10.0,40.0,57.0,117.0,10.0,284.0
20,,,,C_20,42.0,15.0,10.0,107.0,167.0,10.0,638.0
21,,,,C_21,40.0,5.0,10.0,52.0,112.0,10.0,757.0
22,,,,C_22,40.0,15.0,40.0,77.0,137.0,10.0,659.0
23,,,,C_23,38.0,5.0,30.0,50.0,110.0,10.0,773.0
24,,,,C_24,38.0,15.0,10.0,133.0,193.0,10.0,480.0
25,,,,C_25,35.0,5.0,20.0,124.0,184.0,10.0,314.0
26,,,,C_26,95.0,30.0,30.0,100.0,160.0,10.0,826.0
27,,,,C_27,95.0,35.0,20.0,57.0,117.0,10.0,145.0
28,,,,C_28,92.0,30.0,10.0,55.0,115.0,10.0,593.0
29,,,,C_29,90.0,35.0,10.0,52.0,112.0,10.0,186.0
30,,,,C_30,88.0,30.0,10.0,59.0,119.0,10.0,731.0
31,,,,C_31,88.0,35.0,20.0,50.0,110.0,10.0,338.0
32,,,,C_32,87.0,30.0,10.0,116.0,176.0,10.0,376.0
33,,,,C_33,85.0,25.0,10.0,51.0,111.0,10.0,585.0
34,,,,C_34,85.0,35.0,30.0,96.0,156.0,10.0,533.0
35,,,,C_35,67.0,85.0,20.0,124.0,184.0,10.0,290.0
36,,,,C_36,65.0,85.0,40.0,43.0,103.0,10.0,719.0
37,,,,C_37,65.0,82.0,10.0,109.0,169.0,10.0,326.0
38,,,,C_38,62.0,80.0,30.0,60.0,120.0,10.0,346.0
39,,,,C_39,60.0,80.0,10.0,36.0,96.0,10.0,163.0
40,,,,C_40,60.0,85.0,30.0,70.0,130.0,10.0,500.0
41,,,,C_41,58.0,75.0,20.0,77.0,137.0,10.0,290.0
42,,,,C_42,55.0,80.0,10.0,33.0,93.0,10.0,526.0
43,,,,C_43,55.0,85.0,20.0,113.0,173.0,10.0,216.0
44,,,,C_44,55.0,82.0,10.0,49.0,109.0,10.0,707.0
45,,,,C_45,20.0,82.0,10.0,37.0,97.0,10.0,366.0
46,,,,C_46,18.0,80.0,10.0,98.0,158.0,10.0,842.0
47,,,,C_47,2.0,45.0,10.0,38.0,98.0,10.0,119.0
