,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC102,25.0,200.0,depart,40.0,50.0,0.0,0.0,240.0,0.0,346.0
1,,,,C_1,25.0,85.0,20.0,0.0,191.0,10.0,287.0
2,,,,C_2,22.0,75.0,30.0,0.0,199.0,10.0,200.0
3,,,,C_3,22.0,85.0,10.0,0.0,190.0,10.0,842.0
4,,,,C_4,20.0,80.0,40.0,141.0,171.0,10.0,554.0
5,,,,C_5,20.0,85.0,20.0,0.0,189.0,10.0,542.0
6,,,,C_6,18.0,75.0,20.0,95.0,125.0,10.0,605.0
7,,,,C_7,15.0,75.0,20.0,0.0,194.0,10.0,447.0
8,,,,C_8,15.0,80.0,10.0,91.0,121.0,10.0,740.0
9,,,,C_9,10.0,35.0,20.0,91.0,121.0,10.0,779.0
10,,,,C_10,10.0,40.0,30.0,119.0,149.0,10.0,552.0
11,,,,C_11,8.0,40.0,40.0,59.0,89.0,10.0,262.0
12,,,,C_12,8.0,45.0,20.0,0.0,197.0,10.0,792.0
13,,,,C_13,5.0,35.0,10.0,142.0,172.0,10.0,642.0
14,,,,C_14,5.0,45.0,10.0,35.0,65.0,10.0,748.0
15,,,,C_15,2.0,40.0,20.0,58.0,88.0,10.0,632.0
16,,,,C_16,0.0,40.0,20.0,72.0,102.0,10.0,687.0
17,,,,C_17,0.0,45.0,20.0,149.0,179.0,10.0,780.0
18,,,,C_18,44.0,5.0,20.0,87.0,117.0,10.0,769.0
19,,,,C_19,42.0,10.0,40.0,72.0,102.0,10.0,750.0
20,,,,C_20,42.0,15.0,10.0,122.0,152.0,10.0,556.0
21,,,,C_21,40.0,5.0,10.0,0.0,185.0,10.0,212.0
22,,,,C_22,40.0,15.0,40.0,92.0,122.0,10.0,683.0
23,,,,C_23,38.0,5.0,30.0,65.0,95.0,10.0,532.0
24,,,,C_24,38.0,15.0,10.0,148.0,178.0,10.0,327.0
25,,,,C_25,35.0,5.0,20.0,154.0,184.0,10.0,485.0
26,,,,C_26,95.0,30.0,30.0,0.0,171.0,10.0,298.0
27,,,,C_27,95.0,35.0,20.0,62.0,92.0,10.0,260.0
28,,,,C_28,92.0,30.0,10.0,62.0,92.0,10.0,456.0
29,,,,C_29,90.0,35.0,10.0,67.0,97.0,10.0,243.0
30,,,,C_30,88.0,30.0,10.0,74.0,104.0,10.0,635.0
31,,,,C_31,88.0,35.0,20.0,0.0,179.0,10.0,513.0
32,,,,C_32,87.0,30.0,10.0,131.0,161.0,10.0,168.0
33,,,,C_33,85.0,25.0,10.0,51.0,81.0,10.0,217.0
34,,,,C_34,85.0,35.0,30.0,0.0,182.0,10.0,460.0
35,,,,C_35,67.0,85.0,20.0,139.0,169.0,10.0,312.0
36,,,,C_36,65.0,85.0,40.0,43.0,73.0,10.0,743.0
37,,,,C_37,65.0,82.0,10.0,0.0,189.0,10.0,822.0
38,,,,C_38,62.0,80.0,30.0,75.0,105.0,10.0,566.0
39,,,,C_39,60.0,80.0,10.0,37.0,67.0,10.0,296.0
40,,,,C_40,60.0,85.0,30.0,85.0,115.0,10.0,294.0
41,,,,C_41,58.0,75.0,20.0,92.0,122.0,10.0,131.0
42,,,,C_42,55.0,80.0,10.0,33.0,63.0,10.0,356.0
43,,,,C_43,55.0,85.0,20.0,128.0,158.0,10.0,501.0
44,,,,C_44,55.0,82.0,10.0,64.0,94.0,10.0,420.0
45,,,,C_45,20.0,82.0,10.0,37.0,67.0,10.0,680.0
46,,,,C_46,18.0,80.0,10.0,113.0,143.0,10.0,278.0
47,,,,C_47,2.0,45.0,10.0,45.0,75.0,10.0,625.0
48,,,,C_48,42.0,5.0,10.0,0.0,184.0,10.0,214.0
49,,,,C_49,42.0,12.0,10.0,104.0,134.0,10.0,675.0
50,,,,C_50,72.0,35.0,30.0,0.0,194.0,10.0,621.0
51,,,,C_51,55.0,20.0,19.0,83.0,113.0,10.0,643.0
52,,,,C_52,25.0,30.0,3.0,0.0,205.0,10.0,222.0
53,,,,C_53,20.0,50.0,5.0,91.0,121.0,10.0,635.0
54,,,,C_54,55.0,60.0,16.0,139.0,169.0,10.0,768.0
55,,,,C_55,30.0,60.0,16.0,140.0,170.0,10.0,681.0
56,,,,C_56,50.0,35.0,19.0,130.0,160.0,10.0,540.0
57,,,,C_57,30.0,25.0,23.0,96.0,126.0,10.0,531.0
58,,,,C_58,15.0,10.0,20.0,152.0,182.0,10.0,356.0
59,,,,C_59,10.0,20.0,19.0,0.0,187.0,10.0,230.0
60,,,,C_60,15.0,60.0,17.0,155.0,185.0,10.0,849.0
61,,,,C_61,45.0,65.0,9.0,66.0,96.0,10.0,190.0
62,,,,C_62,65.0,35.0,3.0,52.0,82.0,10.0,761.0
63,,,,C_63,65.0,20.0,6.0,39.0,69.0,10.0,653.0
64,,,,C_64,45.0,30.0,17.0,53.0,83.0,10.0,424.0
65,,,,C_65,35.0,40.0,16.0,11.0,41.0,10.0,699.0
66,,,,C_66,41.0,37.0,16.0,133.0,163.0,10.0,824.0
67,,,,C_67,64.0,42.0,9.0,70.0,100.0,10.0,495.0
68,,,,C_68,40.0,60.0,21.0,144.0,174.0,10.0,673.0
69,,,,C_69,31.0,52.0,27.0,41.0,71.0,10.0,640.0
70,,,,C_70,35.0,69.0,23.0,180.0,210.0,10.0,781.0
71,,,,C_71,65.0,55.0,14.0,65.0,95.0,10.0,140.0
72,,,,C_72,63.0,65.0,8.0,0.0,202.0,10.0,724.0
73,,,,C_73,2.0,60.0,5.0,77.0,107.0,10.0,191.0
74,,,,C_74,20.0,20.0,8.0,141.0,171.0,10.0,855.0
75,,,,C_75,5.0,5.0,16.0,0.0,172.0,10.0,364.0
76,,,,C_76,60.0,12.0,31.0,75.0,105.0,10.0,277.0
77,,,,C_77,23.0,3.0,7.0,150.0,180.0,10.0,275.0
78,,,,C_78,8.0,56.0,27.0,90.0,120.0,10.0,204.0
79,,,,C_79,6.0,68.0,30.0,89.0,119.0,10.0,573.0
80,,,,C_80,47.0,47.0,13.0,192.0,222.0,10.0,335.0
81,,,,C_81,49.0,58.0,10.0,86.0,116.0,10.0,789.0
82,,,,C_82,27.0,43.0,9.0,0.0,215.0,10.0,335.0
83,,,,C_83,37.0,31.0,14.0,0.0,210.0,10.0,714.0
84,,,,C_84,57.0,29.0,18.0,96.0,126.0,10.0,357.0
85,,,,C_85,63.0,23.0,2.0,0.0,194.0,10.0,516.0
86,,,,C_86,21.0,24.0,28.0,87.0,117.0,10.0,566.0
87,,,,C_87,12.0,24.0,13.0,90.0,120.0,10.0,126.0
88,,,,C_88,24.0,58.0,19.0,67.0,97.0,10.0,629.0
89,,,,C_89,67.0,5.0,25.0,144.0,174.0,10.0,653.0
90,,,,C_90,37.0,47.0,6.0,86.0,116.0,10.0,688.0
91,,,,C_91,49.0,42.0,13.0,0.0,217.0,10.0,765.0
92,,,,C_92,53.0,43.0,14.0,14.0,44.0,10.0,592.0
93,,,,C_93,61.0,52.0,3.0,178.0,208.0,10.0,779.0
94,,,,C_94,57.0,48.0,23.0,0.0,212.0,10.0,411.0
95,,,,C_95,56.0,37.0,6.0,0.0,209.0,10.0,854.0
96,,,,C_96,55.0,54.0,26.0,0.0,214.0,10.0,730.0
97,,,,C_97,4.0,18.0,35.0,120.0,150.0,10.0,172.0
98,,,,C_98,26.0,52.0,9.0,0.0,215.0,10.0,254.0
99,,,,C_99,26.0,35.0,15.0,77.0,107.0,10.0,753.0
100,,,,C_100,31.0,67.0,3.0,180.0,210.0,10.0,675.0
