,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,C108,25.0,200.0,depart,40.0,50.0,0.0,0.0,1236.0,0.0,1594.0
1,,,,C_1,45.0,68.0,10.0,830.0,1049.0,90.0,1875.0
2,,,,C_2,45.0,70.0,30.0,756.0,939.0,90.0,2245.0
3,,,,C_3,42.0,66.0,10.0,16.0,336.0,90.0,1684.0
4,,,,C_4,42.0,68.0,10.0,643.0,866.0,90.0,1637.0
5,,,,C_5,42.0,65.0,10.0,15.0,226.0,90.0,1264.0
6,,,,C_6,40.0,69.0,20.0,499.0,824.0,90.0,1275.0
7,,,,C_7,40.0,66.0,20.0,87.0,308.0,90.0,356.0
8,,,,C_8,38.0,68.0,20.0,150.0,429.0,90.0,875.0
9,,,,C_9,38.0,70.0,10.0,429.0,710.0,90.0,1913.0
10,,,,C_10,35.0,66.0,10.0,279.0,488.0,90.0,1931.0
11,,,,C_11,35.0,69.0,10.0,363.0,590.0,90.0,1871.0
12,,,,C_12,25.0,85.0,20.0,547.0,826.0,90.0,2366.0
13,,,,C_13,22.0,75.0,30.0,30.0,280.0,90.0,451.0
14,,,,C_14,22.0,85.0,10.0,489.0,698.0,90.0,1336.0
15,,,,C_15,20.0,80.0,40.0,318.0,495.0,90.0,1027.0
16,,,,C_16,20.0,85.0,40.0,394.0,609.0,90.0,1099.0
17,,,,C_17,18.0,75.0,20.0,33.0,226.0,90.0,1181.0
18,,,,C_18,15.0,75.0,20.0,68.0,365.0,90.0,1839.0
19,,,,C_19,15.0,80.0,10.0,176.0,447.0,90.0,1210.0
20,,,,C_20,30.0,50.0,10.0,10.0,265.0,90.0,725.0
21,,,,C_21,30.0,52.0,20.0,836.0,1043.0,90.0,2581.0
22,,,,C_22,28.0,52.0,20.0,704.0,991.0,90.0,1923.0
23,,,,C_23,28.0,55.0,10.0,664.0,845.0,90.0,2272.0
24,,,,C_24,25.0,50.0,10.0,15.0,333.0,90.0,965.0
25,,,,C_25,25.0,52.0,40.0,88.0,305.0,90.0,463.0
26,,,,C_26,25.0,55.0,10.0,502.0,821.0,90.0,2013.0
27,,,,C_27,23.0,52.0,10.0,179.0,398.0,90.0,975.0
28,,,,C_28,23.0,55.0,20.0,476.0,663.0,90.0,2126.0
29,,,,C_29,20.0,50.0,10.0,288.0,475.0,90.0,1410.0
30,,,,C_30,20.0,55.0,10.0,368.0,585.0,90.0,1521.0
31,,,,C_31,10.0,35.0,20.0,144.0,293.0,90.0,1556.0
32,,,,C_32,10.0,40.0,30.0,31.0,309.0,90.0,1798.0
33,,,,C_33,8.0,40.0,40.0,33.0,313.0,90.0,1157.0
34,,,,C_34,8.0,45.0,20.0,655.0,912.0,90.0,1748.0
35,,,,C_35,5.0,35.0,10.0,191.0,436.0,90.0,1469.0
36,,,,C_36,5.0,45.0,10.0,588.0,793.0,90.0,1203.0
37,,,,C_37,2.0,40.0,20.0,305.0,512.0,90.0,1847.0
38,,,,C_38,0.0,40.0,30.0,414.0,587.0,90.0,1197.0
39,,,,C_39,0.0,45.0,20.0,481.0,710.0,90.0,1765.0
40,,,,C_40,35.0,30.0,10.0,180.0,405.0,90.0,638.0
41,,,,C_41,35.0,32.0,10.0,63.0,338.0,90.0,1807.0
42,,,,C_42,33.0,32.0,20.0,19.0,345.0,90.0,352.0
43,,,,C_43,33.0,35.0,10.0,16.0,273.0,90.0,713.0
44,,,,C_44,32.0,30.0,10.0,278.0,493.0,90.0,1690.0
45,,,,C_45,30.0,30.0,10.0,453.0,688.0,90.0,786.0
46,,,,C_46,30.0,32.0,30.0,355.0,602.0,90.0,1500.0
47,,,,C_47,30.0,35.0,10.0,837.0,1127.0,90.0,2198.0
48,,,,C_48,28.0,30.0,10.0,539.0,786.0,90.0,1049.0
49,,,,C_49,28.0,35.0,10.0,867.0,1126.0,90.0,2537.0
50,,,,C_50,26.0,32.0,10.0,719.0,976.0,90.0,1649.0
51,,,,C_51,25.0,30.0,10.0,635.0,876.0,90.0,1426.0
52,,,,C_52,25.0,35.0,10.0,825.0,1056.0,90.0,1604.0
53,,,,C_53,44.0,5.0,20.0,193.0,440.0,90.0,1628.0
54,,,,C_54,42.0,10.0,40.0,78.0,365.0,90.0,1314.0
55,,,,C_55,42.0,15.0,10.0,35.0,287.0,90.0,1741.0
56,,,,C_56,40.0,5.0,30.0,308.0,513.0,90.0,513.0
57,,,,C_57,40.0,15.0,40.0,35.0,246.0,90.0,644.0
58,,,,C_58,38.0,5.0,30.0,376.0,629.0,90.0,1985.0
59,,,,C_59,38.0,15.0,10.0,519.0,872.0,90.0,1209.0
60,,,,C_60,35.0,5.0,20.0,463.0,728.0,90.0,1036.0
61,,,,C_61,50.0,30.0,10.0,412.0,729.0,90.0,1912.0
62,,,,C_62,50.0,35.0,20.0,181.0,398.0,90.0,1573.0
63,,,,C_63,50.0,40.0,50.0,100.0,289.0,90.0,571.0
64,,,,C_64,48.0,30.0,10.0,539.0,786.0,90.0,1807.0
65,,,,C_65,48.0,40.0,10.0,12.0,223.0,90.0,1436.0
66,,,,C_66,47.0,35.0,10.0,753.0,948.0,90.0,1213.0
67,,,,C_67,47.0,40.0,10.0,12.0,275.0,90.0,944.0
68,,,,C_68,45.0,30.0,10.0,669.0,842.0,90.0,1121.0
69,,,,C_69,45.0,35.0,10.0,836.0,1049.0,90.0,1832.0
70,,,,C_70,95.0,30.0,30.0,284.0,559.0,90.0,1752.0
71,,,,C_71,95.0,35.0,20.0,194.0,459.0,90.0,1537.0
72,,,,C_72,53.0,30.0,10.0,367.0,588.0,90.0,2060.0
73,,,,C_73,92.0,30.0,10.0,370.0,659.0,90.0,1809.0
74,,,,C_74,53.0,35.0,50.0,263.0,502.0,90.0,675.0
75,,,,C_75,45.0,65.0,20.0,847.0,1130.0,90.0,2421.0
76,,,,C_76,90.0,35.0,10.0,119.0,344.0,90.0,1655.0
77,,,,C_77,88.0,30.0,10.0,469.0,748.0,90.0,2172.0
78,,,,C_78,88.0,35.0,20.0,50.0,295.0,90.0,1210.0
79,,,,C_79,87.0,30.0,10.0,573.0,826.0,90.0,1783.0
80,,,,C_80,85.0,25.0,10.0,694.0,895.0,90.0,1065.0
81,,,,C_81,85.0,35.0,30.0,47.0,356.0,90.0,807.0
82,,,,C_82,75.0,55.0,20.0,293.0,496.0,90.0,790.0
83,,,,C_83,72.0,55.0,10.0,154.0,449.0,90.0,1362.0
84,,,,C_84,70.0,58.0,20.0,360.0,621.0,90.0,979.0
85,,,,C_85,68.0,60.0,30.0,470.0,697.0,90.0,743.0
86,,,,C_86,66.0,55.0,10.0,76.0,335.0,90.0,1740.0
87,,,,C_87,65.0,55.0,20.0,25.0,260.0,90.0,1217.0
88,,,,C_88,65.0,60.0,30.0,551.0,802.0,90.0,2094.0
89,,,,C_89,63.0,58.0,10.0,640.0,899.0,90.0,1523.0
90,,,,C_90,60.0,55.0,10.0,20.0,276.0,90.0,1216.0
91,,,,C_91,60.0,60.0,10.0,756.0,969.0,90.0,1207.0
92,,,,C_92,67.0,85.0,20.0,257.0,552.0,90.0,1963.0
93,,,,C_93,65.0,85.0,40.0,409.0,584.0,90.0,1525.0
94,,,,C_94,65.0,82.0,10.0,209.0,412.0,90.0,1891.0
95,,,,C_95,62.0,80.0,30.0,130.0,305.0,90.0,545.0
96,,,,C_96,60.0,80.0,10.0,36.0,283.0,90.0,464.0
97,,,,C_97,60.0,85.0,30.0,470.0,713.0,90.0,1461.0
98,,,,C_98,58.0,75.0,20.0,30.0,248.0,90.0,1010.0
99,,,,C_99,55.0,80.0,10.0,628.0,935.0,90.0,1054.0
100,,,,C_100,55.0,85.0,20.0,530.0,843.0,90.0,1401.0
