,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,RC201,25.0,1000.0,depart,40.0,50.0,0.0,0.0,960.0,0.0,2852.0
1,,,,C_1,25.0,85.0,20.0,673.0,793.0,10.0,1260.0
2,,,,C_2,22.0,75.0,30.0,152.0,272.0,10.0,2414.0
3,,,,C_3,22.0,85.0,10.0,471.0,591.0,10.0,2918.0
4,,,,C_4,20.0,80.0,40.0,644.0,764.0,10.0,1464.0
5,,,,C_5,20.0,85.0,20.0,73.0,193.0,10.0,1434.0
6,,,,C_6,18.0,75.0,20.0,388.0,508.0,10.0,1523.0
7,,,,C_7,15.0,75.0,20.0,300.0,420.0,10.0,1677.0
8,,,,C_8,15.0,80.0,10.0,367.0,487.0,10.0,1813.0
9,,,,C_9,10.0,35.0,20.0,371.0,491.0,10.0,605.0
10,,,,C_10,10.0,40.0,30.0,519.0,639.0,10.0,2913.0
11,,,,C_11,8.0,40.0,40.0,195.0,315.0,10.0,2857.0
12,,,,C_12,8.0,45.0,20.0,223.0,343.0,10.0,3401.0
13,,,,C_13,5.0,35.0,10.0,653.0,773.0,10.0,1837.0
14,,,,C_14,5.0,45.0,10.0,35.0,155.0,10.0,958.0
15,,,,C_15,2.0,40.0,20.0,174.0,294.0,10.0,1477.0
16,,,,C_16,0.0,40.0,20.0,255.0,375.0,10.0,598.0
17,,,,C_17,0.0,45.0,20.0,703.0,823.0,10.0,3931.0
18,,,,C_18,44.0,5.0,20.0,335.0,455.0,10.0,2339.0
19,,,,C_19,42.0,10.0,40.0,254.0,374.0,10.0,866.0
20,,,,C_20,42.0,15.0,10.0,537.0,657.0,10.0,2131.0
21,,,,C_21,40.0,5.0,10.0,215.0,335.0,10.0,2170.0
22,,,,C_22,40.0,15.0,40.0,375.0,495.0,10.0,1125.0
23,,,,C_23,38.0,5.0,30.0,201.0,321.0,10.0,3226.0
24,,,,C_24,38.0,15.0,10.0,681.0,801.0,10.0,2240.0
25,,,,C_25,35.0,5.0,20.0,784.0,904.0,10.0,1380.0
26,,,,C_26,95.0,30.0,30.0,529.0,649.0,10.0,3801.0
27,,,,C_27,95.0,35.0,20.0,146.0,266.0,10.0,2629.0
28,,,,C_28,92.0,30.0,10.0,149.0,269.0,10.0,1354.0
29,,,,C_29,90.0,35.0,10.0,194.0,314.0,10.0,638.0
30,,,,C_30,88.0,30.0,10.0,246.0,366.0,10.0,1175.0
31,,,,C_31,88.0,35.0,20.0,165.0,285.0,10.0,880.0
32,,,,C_32,87.0,30.0,10.0,621.0,741.0,10.0,1963.0
33,,,,C_33,85.0,25.0,10.0,80.0,200.0,10.0,1943.0
34,,,,C_34,85.0,35.0,30.0,487.0,607.0,10.0,635.0
35,,,,C_35,67.0,85.0,20.0,657.0,777.0,10.0,1574.0
36,,,,C_36,65.0,85.0,40.0,43.0,163.0,10.0,456.0
37,,,,C_37,65.0,82.0,10.0,557.0,677.0,10.0,1565.0
38,,,,C_38,62.0,80.0,30.0,278.0,398.0,10.0,2229.0
39,,,,C_39,60.0,80.0,10.0,64.0,184.0,10.0,614.0
