,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
0,R209,25.0,1000.0,depart,35.0,35.0,0.0,0.0,1000.0,0.0,4031.0
1,,,,C_1,41.0,49.0,10.0,636.0,919.0,10.0,3754.0
2,,,,C_2,35.0,17.0,7.0,74.0,351.0,10.0,370.0
3,,,,C_3,55.0,45.0,13.0,498.0,613.0,10.0,3191.0
4,,,,C_4,55.0,20.0,19.0,470.0,965.0,10.0,3192.0
5,,,,C_5,15.0,30.0,26.0,20.0,370.0,10.0,456.0
6,,,,C_6,25.0,30.0,3.0,266.0,663.0,10.0,1853.0
7,,,,C_7,20.0,50.0,5.0,292.0,449.0,10.0,3087.0
8,,,,C_8,10.0,43.0,9.0,288.0,597.0,10.0,2771.0
9,,,,C_9,55.0,60.0,16.0,254.0,643.0,10.0,2878.0
10,,,,C_10,30.0,60.0,16.0,496.0,713.0,10.0,2335.0
11,,,,C_11,20.0,65.0,12.0,33.0,510.0,10.0,3268.0
12,,,,C_12,50.0,35.0,19.0,170.0,403.0,10.0,1561.0
13,,,,C_13,30.0,25.0,23.0,426.0,978.0,10.0,1912.0
14,,,,C_14,15.0,10.0,20.0,32.0,454.0,10.0,633.0
15,,,,C_15,30.0,5.0,8.0,30.0,529.0,10.0,3309.0
16,,,,C_16,10.0,20.0,19.0,222.0,423.0,10.0,1688.0
17,,,,C_17,5.0,30.0,2.0,409.0,959.0,10.0,2100.0
18,,,,C_18,20.0,40.0,12.0,349.0,462.0,10.0,2653.0
19,,,,C_19,15.0,60.0,17.0,215.0,432.0,10.0,1014.0
20,,,,C_20,45.0,65.0,9.0,538.0,709.0,10.0,3049.0
21,,,,C_21,45.0,20.0,11.0,156.0,389.0,10.0,2357.0
22,,,,C_22,45.0,10.0,18.0,280.0,623.0,10.0,2549.0
23,,,,C_23,55.0,5.0,29.0,36.0,513.0,10.0,1350.0
24,,,,C_24,65.0,35.0,3.0,633.0,918.0,10.0,1247.0
25,,,,C_25,65.0,20.0,6.0,400.0,956.0,10.0,2895.0
26,,,,C_26,45.0,30.0,17.0,548.0,707.0,10.0,2251.0
27,,,,C_27,35.0,40.0,16.0,5.0,612.0,10.0,892.0
28,,,,C_28,41.0,37.0,16.0,44.0,325.0,10.0,2784.0
29,,,,C_29,64.0,42.0,9.0,129.0,374.0,10.0,1759.0
30,,,,C_30,40.0,60.0,21.0,115.0,498.0,10.0,1215.0
31,,,,C_31,31.0,52.0,27.0,91.0,336.0,10.0,2944.0
32,,,,C_32,35.0,69.0,23.0,602.0,835.0,10.0,2454.0
33,,,,C_33,53.0,52.0,11.0,24.0,646.0,10.0,733.0
34,,,,C_34,65.0,55.0,14.0,487.0,656.0,10.0,3559.0
35,,,,C_35,63.0,65.0,8.0,439.0,948.0,10.0,2587.0
36,,,,C_36,2.0,60.0,5.0,41.0,710.0,10.0,2887.0
37,,,,C_37,20.0,20.0,8.0,563.0,736.0,10.0,3099.0
38,,,,C_38,5.0,5.0,16.0,147.0,560.0,10.0,1972.0
39,,,,C_39,60.0,12.0,31.0,33.0,797.0,10.0,1987.0
40,,,,C_40,40.0,25.0,9.0,243.0,554.0,10.0,1651.0
41,,,,C_41,42.0,7.0,5.0,225.0,682.0,10.0,1096.0
42,,,,C_42,24.0,12.0,5.0,25.0,616.0,10.0,1253.0
43,,,,C_43,23.0,3.0,7.0,578.0,747.0,10.0,2306.0
44,,,,C_44,11.0,14.0,18.0,72.0,501.0,10.0,1322.0
45,,,,C_45,6.0,38.0,16.0,29.0,669.0,10.0,1241.0
46,,,,C_46,2.0,48.0,1.0,458.0,685.0,10.0,1344.0
47,,,,C_47,8.0,56.0,27.0,34.0,362.0,10.0,1645.0
48,,,,C_48,13.0,52.0,36.0,694.0,962.0,10.0,2582.0
49,,,,C_49,6.0,68.0,30.0,444.0,597.0,10.0,3327.0
50,,,,C_50,47.0,47.0,13.0,499.0,690.0,10.0,2327.0
51,,,,C_51,49.0,58.0,10.0,296.0,505.0,10.0,3312.0
52,,,,C_52,27.0,43.0,9.0,111.0,362.0,10.0,1946.0
53,,,,C_53,37.0,31.0,14.0,301.0,602.0,10.0,863.0
54,,,,C_54,57.0,29.0,18.0,595.0,780.0,10.0,2389.0
55,,,,C_55,63.0,23.0,2.0,442.0,917.0,10.0,2485.0
56,,,,C_56,53.0,12.0,6.0,426.0,851.0,10.0,2689.0
57,,,,C_57,32.0,12.0,7.0,366.0,585.0,10.0,2824.0
58,,,,C_58,36.0,26.0,18.0,458.0,980.0,10.0,1609.0
59,,,,C_59,21.0,24.0,28.0,17.0,441.0,10.0,2817.0
60,,,,C_60,17.0,34.0,3.0,651.0,932.0,10.0,2285.0
61,,,,C_61,12.0,24.0,13.0,246.0,421.0,10.0,1973.0
62,,,,C_62,24.0,58.0,19.0,25.0,583.0,10.0,1503.0
63,,,,C_63,27.0,69.0,10.0,34.0,348.0,10.0,2325.0
64,,,,C_64,15.0,77.0,9.0,46.0,523.0,10.0,1099.0
65,,,,C_65,62.0,77.0,20.0,49.0,608.0,10.0,1420.0
66,,,,C_66,49.0,73.0,25.0,440.0,845.0,10.0,888.0
67,,,,C_67,67.0,5.0,25.0,132.0,563.0,10.0,2529.0
68,,,,C_68,56.0,39.0,36.0,464.0,925.0,10.0,2448.0
69,,,,C_69,37.0,47.0,6.0,12.0,535.0,10.0,3426.0
70,,,,C_70,37.0,56.0,5.0,249.0,968.0,10.0,3950.0
71,,,,C_71,57.0,68.0,15.0,218.0,417.0,10.0,3472.0
72,,,,C_72,47.0,16.0,25.0,22.0,377.0,10.0,1395.0
73,,,,C_73,44.0,17.0,9.0,263.0,444.0,10.0,1972.0
74,,,,C_74,46.0,13.0,8.0,479.0,965.0,10.0,1313.0
75,,,,C_75,49.0,11.0,18.0,182.0,399.0,10.0,1927.0
76,,,,C_76,49.0,42.0,13.0,166.0,497.0,10.0,3143.0
77,,,,C_77,53.0,43.0,14.0,430.0,970.0,10.0,4007.0
78,,,,C_78,61.0,52.0,3.0,212.0,671.0,10.0,3046.0
79,,,,C_79,57.0,48.0,23.0,273.0,580.0,10.0,3090.0
80,,,,C_80,56.0,37.0,6.0,452.0,968.0,10.0,1000.0
81,,,,C_81,55.0,54.0,26.0,388.0,479.0,10.0,1870.0
82,,,,C_82,15.0,47.0,16.0,99.0,352.0,10.0,476.0
83,,,,C_83,14.0,37.0,11.0,21.0,328.0,10.0,1022.0
84,,,,C_84,11.0,31.0,7.0,323.0,624.0,10.0,2900.0
85,,,,C_85,16.0,22.0,41.0,333.0,504.0,10.0,1067.0
86,,,,C_86,4.0,18.0,35.0,350.0,503.0,10.0,2446.0
